"Timestamp","httpbytes","url","avg10","Status","Duration","Message","httpstatuscode"
"06.11.2018 16:13:57","7886","https://outlook.office365.com/owa/favicon.ico","55","OK","55","","200"
"06.11.2018 16:13:59","7886","https://outlook.office365.com/owa/favicon.ico","56","OK","65","","200"
"06.11.2018 16:14:00","7886","https://outlook.office365.com/owa/favicon.ico","55","OK","46","","200"
"06.11.2018 16:14:01","7886","https://outlook.office365.com/owa/favicon.ico","56","OK","66","","200"
"06.11.2018 16:14:02","7886","https://outlook.office365.com/owa/favicon.ico","57","OK","66","","200"
"06.11.2018 16:14:03","7886","https://outlook.office365.com/owa/favicon.ico","58","OK","64","","200"
"06.11.2018 16:14:04","7886","https://outlook.office365.com/owa/favicon.ico","164","SLOWAVG","1121","","200"
"06.11.2018 16:14:06","7886","https://outlook.office365.com/owa/favicon.ico","154","OK","67","","200"
"06.11.2018 16:14:07","7886","https://outlook.office365.com/owa/favicon.ico","145","OK","65","","200"
"06.11.2018 16:14:08","7886","https://outlook.office365.com/owa/favicon.ico","138","OK","77","","200"
"06.11.2018 16:14:09","7886","https://outlook.office365.com/owa/favicon.ico","128","OK","41","","200"
"06.11.2018 16:14:10","7886","https://outlook.office365.com/owa/favicon.ico","122","OK","64","","200"
"06.11.2018 16:14:11","7886","https://outlook.office365.com/owa/favicon.ico","114","OK","47","","200"
"06.11.2018 16:14:12","7886","https://outlook.office365.com/owa/favicon.ico","106","OK","38","","200"
"06.11.2018 16:14:14","7886","https://outlook.office365.com/owa/favicon.ico","102","OK","64","","200"
"06.11.2018 16:14:15","7886","https://outlook.office365.com/owa/favicon.ico","96","OK","38","","200"
"06.11.2018 16:14:16","7886","https://outlook.office365.com/owa/favicon.ico","93","OK","66","","200"
"06.11.2018 16:14:17","7886","https://outlook.office365.com/owa/favicon.ico","90","OK","66","","200"
"06.11.2018 16:14:18","7886","https://outlook.office365.com/owa/favicon.ico","85","OK","43","","200"
"06.11.2018 16:14:19","7886","https://outlook.office365.com/owa/favicon.ico","81","OK","47","","200"
"06.11.2018 16:14:20","7886","https://outlook.office365.com/owa/favicon.ico","78","OK","47","","200"
"06.11.2018 16:14:21","7886","https://outlook.office365.com/owa/favicon.ico","77","OK","66","","200"
"06.11.2018 16:14:22","7886","https://outlook.office365.com/owa/favicon.ico","76","OK","64","","200"
"06.11.2018 16:14:23","7886","https://outlook.office365.com/owa/favicon.ico","75","OK","65","","200"
"06.11.2018 16:14:24","7886","https://outlook.office365.com/owa/favicon.ico","72","OK","46","","200"
"06.11.2018 16:14:25","7886","https://outlook.office365.com/owa/favicon.ico","69","OK","42","","200"
"06.11.2018 16:14:26","7886","https://outlook.office365.com/owa/favicon.ico","66","OK","38","","200"
"06.11.2018 16:14:27","7886","https://outlook.office365.com/owa/favicon.ico","64","OK","43","","200"
"06.11.2018 16:14:28","7886","https://outlook.office365.com/owa/favicon.ico","62","OK","44","","200"
"06.11.2018 16:14:29","7886","https://outlook.office365.com/owa/favicon.ico","62","OK","65","","200"
"06.11.2018 16:14:30","7886","https://outlook.office365.com/owa/favicon.ico","64","OK","80","","200"
"06.11.2018 16:14:32","7886","https://outlook.office365.com/owa/favicon.ico","64","OK","64","","200"
"06.11.2018 16:14:33","7886","https://outlook.office365.com/owa/favicon.ico","64","OK","60","","200"
"06.11.2018 16:14:34","7886","https://outlook.office365.com/owa/favicon.ico","64","OK","68","","200"
"06.11.2018 16:14:35","7886","https://outlook.office365.com/owa/favicon.ico","62","OK","46","","200"
"06.11.2018 16:14:36","7886","https://outlook.office365.com/owa/favicon.ico","60","OK","47","","200"
"06.11.2018 16:14:37","7886","https://outlook.office365.com/owa/favicon.ico","60","OK","60","","200"
"06.11.2018 16:14:38","7886","https://outlook.office365.com/owa/favicon.ico","62","OK","78","","200"
"06.11.2018 16:14:39","7886","https://outlook.office365.com/owa/favicon.ico","60","OK","43","","200"
"06.11.2018 16:14:40","7886","https://outlook.office365.com/owa/favicon.ico","60","OK","60","","200"
"06.11.2018 16:14:41","7886","https://outlook.office365.com/owa/favicon.ico","58","OK","45","","200"
"06.11.2018 16:14:42","7886","https://outlook.office365.com/owa/favicon.ico","60","OK","76","","200"
"06.11.2018 16:14:43","7886","https://outlook.office365.com/owa/favicon.ico","62","OK","80","","200"
"06.11.2018 16:14:44","7886","https://outlook.office365.com/owa/favicon.ico","64","OK","86","","200"
"06.11.2018 16:14:45","7886","https://outlook.office365.com/owa/favicon.ico","64","OK","60","","200"
"06.11.2018 16:14:47","7886","https://outlook.office365.com/owa/favicon.ico","65","OK","74","","200"
"06.11.2018 16:14:48","7886","https://outlook.office365.com/owa/favicon.ico","63","OK","42","","200"
"06.11.2018 16:14:49","7886","https://outlook.office365.com/owa/favicon.ico","63","OK","62","","200"
"06.11.2018 16:14:50","7886","https://outlook.office365.com/owa/favicon.ico","63","OK","66","","200"
"06.11.2018 16:14:51","7886","https://outlook.office365.com/owa/favicon.ico","62","OK","57","","200"
"06.11.2018 16:14:52","7886","https://outlook.office365.com/owa/favicon.ico","60","OK","37","","200"
"06.11.2018 16:14:53","7886","https://outlook.office365.com/owa/favicon.ico","61","OK","67","","200"
"06.11.2018 16:14:54","7886","https://outlook.office365.com/owa/favicon.ico","61","OK","59","","200"
"06.11.2018 16:14:55","7886","https://outlook.office365.com/owa/favicon.ico","59","OK","42","","200"
"06.11.2018 16:14:56","7886","https://outlook.office365.com/owa/favicon.ico","58","OK","45","","200"
