"beserver","timestamp","durationmin","durationmax","durationavg"
"VI1PR0402MB3646","06.03.2018 15:37:38","199,2105","206,3166","202,51428"
"VI1PR0402MB3646","06.03.2018 15:37:48","200,553","208,7234","203,6303"
"VI1PR0402MB3646","06.03.2018 15:37:58","198,8951","238,5841","206,23283"
"VI1PR0402MB3646","06.03.2018 15:38:09","200,5064","1633,9195","348,75568"
"VI1PR0402MB3646","06.03.2018 15:38:19","200,4015","227,3171","205,28039"
"VI1PR0402MB3646","06.03.2018 15:38:29","200,3956","217,8149","204,04455"
"VI1PR0402MB3646","06.03.2018 15:38:39","200,5763","228,1552","206,07952"
"VI1PR0402MB3646","06.03.2018 15:38:49","200,015","261,1731","207,92698"
"VI1PR0402MB3646","06.03.2018 15:38:59","200,0635","205,8642","201,85433"
"VI1PR0402MB3646","06.03.2018 15:39:09","201,0543","376,5079","221,57197"
"VI1PR0402MB3646","06.03.2018 15:39:19","201,7104","232,0659","208,21396"
"VI1PR0402MB3646","06.03.2018 15:39:29","200,0115","205,4573","202,21842"
"VI1PR0402MB3646","06.03.2018 15:39:39","200,9908","218,7923","203,91394"
"VI1PR0402MB3646","06.03.2018 15:39:49","200,0797","215,2831","204,92958"
"VI1PR0402MB3646","06.03.2018 15:40:01","202,2047","2906,8566","476,66846"
"VI1PR0402MB3646","06.03.2018 15:40:11","201,1246","238,0054","211,05584"
"VI1PR0402MB3646","06.03.2018 15:40:21","201,6441","217,5576","206,50737"
"VI1PR0402MB3646","06.03.2018 15:40:31","200,54","214,0267","203,97024"
"VI1PR0402MB3646","06.03.2018 15:40:41","200,5088","215,6676","205,80083"
"VI1PR0402MB3646","06.03.2018 15:40:51","201,2233","220,0716","205,82356"
"VI1PR0402MB3646","06.03.2018 15:41:01","199,775","564,8521","238,55756"
"VI1PR0402MB3646","06.03.2018 15:41:11","201,4017","215,7359","204,66601"
"VI1PR0402MB3646","06.03.2018 15:41:21","200,808","315,0301","226,77045"
"VI1PR0402MB3646","06.03.2018 15:41:31","201,0291","209,6368","204,35328"
"VI1PR0402MB3646","06.03.2018 15:41:41","201,5178","215,7604","206,25097"
"VI1PR0402MB3646","06.03.2018 15:41:51","200,7034","269,8999","210,28294"
"VI1PR0402MB3646","06.03.2018 15:42:01","200,7331","215,8685","204,30928"
"VI1PR0402MB3646","06.03.2018 15:42:11","201,5205","209,9904","204,76507"
"VI1PR0402MB3646","06.03.2018 15:42:21","199,531","222,2703","207,97556"
"VI1PR0402MB3646","06.03.2018 15:42:31","200,9695","208,5438","203,51409"
"VI1PR0402MB3646","06.03.2018 15:42:41","200,9178","206,1279","202,50935"
"VI1PR0402MB3646","06.03.2018 15:42:51","200,3426","207,9362","202,80166"
"VI1PR0402MB3646","06.03.2018 15:43:01","199,9764","221,848","205,13954"
"VI1PR0402MB3646","06.03.2018 15:43:11","200,3639","221,5942","206,39425"
"VI1PR0402MB3646","06.03.2018 15:43:21","200,0695","230,6061","205,61465"
"VI1PR0402MB3646","06.03.2018 15:43:31","199,6393","215,4568","204,92327"
"VI1PR0402MB3646","06.03.2018 15:43:41","199,5681","223,5363","204,26901"
"VI1PR0402MB3646","06.03.2018 15:43:51","200,3311","272,949","210,08301"
"VI1PR0402MB3646","06.03.2018 15:44:01","201,1112","253,5207","210,4926"
"VI1PR0402MB3646","06.03.2018 15:44:11","201,2083","222,3237","205,34036"
"VI1PR0402MB3646","06.03.2018 15:44:21","200,3304","219,4018","204,17968"
"VI1PR0402MB3646","06.03.2018 15:44:31","199,7734","479,5892","254,20164"
"VI1PR0402MB3646","06.03.2018 15:44:41","198,9235","217,2043","203,74152"
"VI1PR0402MB3646","06.03.2018 15:44:51","199,5074","206,1287","202,58617"
"VI1PR0402MB3646","06.03.2018 15:45:01","199,4273","400,0703","237,75911"
"VI1PR0402MB3646","06.03.2018 15:45:11","199,7501","212,4525","203,27663"
"VI1PR0402MB3646","06.03.2018 15:45:21","199,5243","216,8625","203,6499"
"VI1PR0402MB3646","06.03.2018 15:45:31","200,7137","272,2282","212,65142"
"VI1PR0402MB3646","06.03.2018 15:45:41","200,6296","218,6617","205,43635"
"VI1PR0402MB3646","06.03.2018 15:45:51","200,1848","205,1028","201,87466"
"VI1PR0402MB3646","06.03.2018 15:46:01","200,6963","550,2807","239,43265"
"VI1PR0402MB3646","06.03.2018 15:46:11","199,3514","207,5758","202,97446"
"VI1PR0402MB3646","06.03.2018 15:46:21","201,2809","204,1661","202,8227"
"VI1PR0402MB3646","06.03.2018 15:46:31","199,6056","221,0692","203,77804"
"VI1PR0402MB3646","06.03.2018 15:46:41","201,0452","217,6045","204,68233"
"VI1PR0402MB3646","06.03.2018 15:46:51","200,641","207,656","203,9265"
"VI1PR0402MB3646","06.03.2018 15:47:01","203,1433","209,1323","205,68302"
"VI1PR0402MB3646","06.03.2018 15:47:11","199,9286","593,085","243,94903"
"VI1PR0402MB3646","06.03.2018 15:47:21","199,8705","278,4468","212,87291"
"VI1PR0402MB3646","06.03.2018 15:47:31","201,2312","208,1206","204,64497"
"VI1PR0402MB3646","06.03.2018 15:47:41","200,9189","206,2712","202,78757"
"VI1PR0402MB3646","06.03.2018 15:47:51","199,8006","213,7871","206,75541"
"VI1PR0402MB3646","06.03.2018 15:48:01","200,9833","216,0279","205,7912"
"VI1PR0402MB3646","06.03.2018 15:48:11","198,5722","225,6489","205,25937"
"VI1PR0402MB3646","06.03.2018 15:48:21","199,3356","214,4995","203,76592"
"VI1PR0402MB3646","06.03.2018 15:48:31","199,7963","231,154","208,26842"
"VI1PR0402MB3646","06.03.2018 15:48:41","200,9865","211,0693","205,29176"
"VI1PR0402MB3646","06.03.2018 15:48:51","201,0343","224,9897","206,33193"
"VI1PR0402MB3646","06.03.2018 15:49:01","200,6604","227,141","207,3664"
"VI1PR0402MB3646","06.03.2018 15:49:11","199,4423","572,1985","240,55927"
"VI1PR0402MB3646","06.03.2018 15:49:21","202,5669","459,9494","246,99394"
"VI1PR0402MB3646","06.03.2018 15:49:31","201,616","209,9735","203,9807"
"VI1PR0402MB3646","06.03.2018 15:49:41","198,924","209,8562","203,37918"
"VI1PR0402MB3646","06.03.2018 15:49:51","200,3016","205,0488","202,45405"
"VI1PR0402MB3646","06.03.2018 15:50:01","200,2873","218,1666","206,73636"
"VI1PR0402MB3646","06.03.2018 15:50:11","200,2578","214,6949","204,85493"
"VI1PR0402MB3646","06.03.2018 15:50:21","199,6479","222,375","207,07727"
"VI1PR0402MB3646","06.03.2018 15:50:31","201,0149","210,1795","203,33865"
"VI1PR0402MB3646","06.03.2018 15:50:41","199,8804","211,8517","205,29918"
"VI1PR0402MB3646","06.03.2018 15:50:51","200,4579","207,1696","202,97138"
"VI1PR0402MB3646","06.03.2018 15:51:01","200,7772","211,3503","203,05275"
"VI1PR0402MB3646","06.03.2018 15:51:11","199,9135","206,5578","202,74443"
"VI1PR0402MB3646","06.03.2018 15:51:21","200,9983","205,2125","203,16534"
"VI1PR0402MB3646","06.03.2018 15:51:31","200,1145","438,431","228,81641"
"VI1PR0402MB3646","06.03.2018 15:51:41","200,3968","242,0638","207,63241"
"VI1PR0402MB3646","06.03.2018 15:51:51","199,5129","219,0611","207,50196"
"VI1PR0402MB3646","06.03.2018 15:52:01","201,506","207,236","204,43317"
"VI1PR0402MB3646","06.03.2018 15:52:11","200,2025","210,0765","202,35127"
"VI1PR0402MB3646","06.03.2018 15:52:21","200,5045","220,5162","205,75566"
"VI1PR0402MB3646","06.03.2018 15:52:31","200,1591","236,209","206,05567"
"VI1PR0402MB3646","06.03.2018 15:52:41","199,4742","571,5066","249,72856"
"VI1PR0402MB3646","06.03.2018 15:52:51","199,9917","211,4794","203,19144"
"VI1PR0402MB3646","06.03.2018 15:53:01","199,3677","218,9415","205,27752"
"VI1PR0402MB3646","06.03.2018 15:53:11","201,3654","213,8609","203,82831"
"VI1PR0402MB3646","06.03.2018 15:53:22","199,6831","1175,2084","301,86803"
"VI1PR0402MB3646","06.03.2018 15:53:32","200,3501","441,247","225,82748"
"VI1PR0402MB3646","06.03.2018 15:53:42","200,9438","280,783","215,83429"
"VI1PR0402MB3646","06.03.2018 15:53:52","205,0605","812,4773","279,80081"
"VI1PR0402MB3646","06.03.2018 15:54:02","211,0819","235,8265","219,51895"
"VI1PR0402MB3646","06.03.2018 15:54:12","211,8279","222,452","216,15249"
"VI1PR0402MB3646","06.03.2018 15:54:22","210,9071","223,011","213,77269"
"VI1PR0402MB3646","06.03.2018 15:54:32","210,8237","240,3399","218,16886"
"VI1PR0402MB3646","06.03.2018 15:54:42","210,4744","226,4586","216,68798"
"VI1PR0402MB3646","06.03.2018 15:54:52","210,0595","217,1644","212,69925"
"VI1PR0402MB3646","06.03.2018 15:55:02","210,8222","229,0867","214,24164"
"VI1PR0402MB3646","06.03.2018 15:55:12","211,695","244,8759","217,34854"
"VI1PR0402MB3646","06.03.2018 15:55:22","210,8431","220,3582","214,47364"
"VI1PR0402MB3646","06.03.2018 15:55:32","211,0428","515,8772","245,21574"
"VI1PR0402MB3646","06.03.2018 15:55:42","211,2031","228,3395","216,43124"
"VI1PR0402MB3646","06.03.2018 15:55:52","211,1604","242,8363","218,86565"
"VI1PR0402MB3646","06.03.2018 15:56:02","211,0515","220,0836","213,97091"
"VI1PR0402MB3646","06.03.2018 15:56:12","210,596","234,6734","216,82254"
"VI1PR0402MB3646","06.03.2018 15:56:22","210,8498","230,3554","214,79304"
"VI1PR0402MB3646","06.03.2018 15:56:32","210,6067","214,4818","212,50015"
"VI1PR0402MB3646","06.03.2018 15:56:42","199,7174","226,9749","210,28227"
"VI1PR0402MB3646","07.03.2018 06:13:40","199,7695","699,593","259,40583"
"VI1PR0402MB3646","07.03.2018 06:13:50","199,7498","231,5369","211,08209"
"VI1PR0402MB3646","07.03.2018 06:14:00","199,6799","215,651","204,55874"
"VI1PR0402MB3646","07.03.2018 06:14:10","199,7173","331,18","230,84789"
"VI1PR0402MB3646","07.03.2018 06:14:20","199,7209","516,3517","239,40088"
"VI1PR0402MB3646","07.03.2018 06:14:30","199,7881","231,4105","209,36104"
"VI1PR0402MB3646","07.03.2018 06:14:40","200,1855","430,7525","279,906"
"VI1PR0402MB3646","07.03.2018 06:14:50","268,2108","300,0099","277,50287"
"VI1PR0402MB3646","07.03.2018 06:15:00","268,5244","300,1898","281,52824"
"VI1PR0402MB3646","07.03.2018 06:15:10","268,3487","299,8046","276,47331"
"VI1PR0402MB3646","07.03.2018 06:15:20","268,7422","468,67","324,45561"
"VI1PR0402MB3646","07.03.2018 06:15:30","268,7047","369,026","321,83879"
"VI1PR0402MB3646","07.03.2018 06:15:40","268,4687","315,3024","287,75303"
"VI1PR0402MB3646","07.03.2018 06:15:50","268,4422","347,193","288,84821"
"VI1PR0402MB3646","07.03.2018 06:16:00","262,2286","299,6661","277,02166"
"VI1PR0402MB3646","07.03.2018 06:16:10","262,6956","300,2898","281,62915"
"VI1PR0402MB3646","07.03.2018 06:16:20","262,2894","284,3522","270,71378"
"VI1PR0402MB3646","07.03.2018 06:16:30","262,242","384,3095","296,54276"
"VI1PR0402MB3646","07.03.2018 06:16:40","262,2846","385,7061","293,20154"
"VI1PR0402MB3646","07.03.2018 06:16:50","262,2815","299,6298","278,78847"
"VI1PR0402MB3646","07.03.2018 06:17:00","277,1916","299,6053","284,53197"
"VI1PR0402MB3646","07.03.2018 06:17:10","262,3509","305,2705","282,98039"
"VI1PR0402MB3646","07.03.2018 06:17:20","253,8851","346,6668","291,75987"
"VI1PR0402MB3646","07.03.2018 06:17:30","259,4102","315,9885","285,24827"
"VI1PR0402MB3646","07.03.2018 06:17:40","263,0458","516,9481","324,31853"
"VI1PR0402MB3646","07.03.2018 06:17:50","263,041","331,9806","281,11487"
"VI1PR0402MB3646","07.03.2018 06:18:00","253,5018","316,6919","281,80494"
"VI1PR0402MB3646","07.03.2018 06:18:10","268,7695","315,7418","280,02246"
"VI1PR0402MB3646","07.03.2018 06:18:20","252,668","315,6739","274,92672"
"VI1PR0402MB3646","07.03.2018 06:18:30","268,8152","468,4078","304,29197"
"VI1PR0402MB3646","07.03.2018 06:18:46","268,6937","6614,7004","923,68824"
"VI1PR0402MB3646","07.03.2018 06:18:56","268,4079","450,8727","296,3553"
"VI1PR0402MB3646","07.03.2018 06:19:06","268,3625","315,3218","278,09188"
"VI1PR0402MB3646","07.03.2018 06:19:16","268,4181","468,1852","298,11582"
"VI1PR0402MB3646","07.03.2018 06:19:26","252,833","284,7702","273,34837"
"VI1PR0402MB3646","07.03.2018 06:19:36","265,7579","284,2132","273,90889"
"VI1PR0402MB3646","07.03.2018 06:19:46","265,2148","284,87","277,69522"
"VI1PR0402MB3646","07.03.2018 06:19:56","268,546","467,9973","331,57997"
"VI1PR0402MB3646","07.03.2018 06:20:06","268,2389","435,4188","291,61292"
"VI1PR0402MB3646","07.03.2018 06:20:16","266,8767","284,4571","271,54836"
"VI1PR0402MB3646","07.03.2018 06:20:26","268,413","300,5747","285,04942"
"VI1PR0402MB3646","07.03.2018 06:20:36","253,1327","315,357","279,16651"
"VI1PR0402MB3646","07.03.2018 06:20:46","262,2444","300,5582","280,05478"
"VI1PR0402MB3646","07.03.2018 06:20:56","262,6944","299,8283","278,49917"
"VI1PR0402MB3646","07.03.2018 06:21:06","278,2926","316,0561","286,15965"
"VI1PR0402MB3646","07.03.2018 06:21:16","262,2267","303,9115","280,13192"
"VI1PR0402MB3646","07.03.2018 06:21:32","262,291","6048,903","855,74803"
"VI1PR0402MB3646","07.03.2018 06:21:42","219,0951","752,5298","312,2039"
"VI1PR0402MB3646","07.03.2018 06:21:52","204,5237","817,3358","273,85726"
"VI1PR0402MB3646","07.03.2018 06:22:02","208,4762","243,0115","221,40911"
"VI1PR0402MB3646","07.03.2018 06:22:12","206,154","329,3606","246,56037"
"VI1PR0402MB3646","07.03.2018 06:22:22","209,3585","234,8582","217,98739"
"VI1PR0402MB3646","07.03.2018 06:22:32","209,0775","240,7426","222,51801"
"VI1PR0402MB3646","07.03.2018 06:22:42","207,2679","265,4316","223,72911"
"VI1PR0402MB3646","07.03.2018 06:22:52","206,4165","226,2166","214,60441"
"VI1PR0402MB3646","07.03.2018 06:23:02","204,6224","298,8344","227,84955"
"VI1PR0402MB3646","07.03.2018 06:23:12","207,0038","262,7781","230,98653"
"VI1PR0402MB3646","07.03.2018 06:23:22","214,6188","361,305","242,28996"
"VI1PR0402MB3646","07.03.2018 06:23:32","207,1918","243,9684","216,67622"
"VI1PR0402MB3646","07.03.2018 06:23:42","206,0052","247,0845","219,04719"
"VI1PR0402MB3646","07.03.2018 06:23:52","207,5004","287,711","233,71634"
"VI1PR0402MB3646","07.03.2018 06:24:03","207,1803","1525,3932","351,89637"
"VI1PR0402MB3646","07.03.2018 06:24:13","210,8044","231,4046","217,08702"
"VI1PR0402MB3646","07.03.2018 06:24:23","210,1191","5533,1158","773,49621"
"VI1PR0402MB3646","07.03.2018 06:24:38","215,9103","257,9259","228,94257"
"VI1PR0402MB3646","07.03.2018 06:24:48","207,4957","234,3072","220,30777"
"VI1PR0402MB3646","07.03.2018 06:24:59","206,5148","1223,8237","335,95239"
"VI1PR0402MB3646","07.03.2018 06:25:09","207,0552","252,6451","223,84201"
"VI1PR0402MB3646","07.03.2018 06:25:19","205,6779","262,8448","220,09122"
"VI1PR0402MB3646","07.03.2018 06:25:29","207,9986","315,2441","244,67222"
"VI1PR0402MB3646","07.03.2018 06:25:39","208,1253","261,6823","221,62232"
"VI1PR0402MB3646","07.03.2018 06:25:49","208,4411","227,6226","215,29602"
"VI1PR0402MB3646","07.03.2018 06:25:59","207,8431","257,395","220,43638"
"VI1PR0402MB3646","07.03.2018 06:26:09","204,2202","679,4392","264,29929"
"VI1PR0402MB3646","07.03.2018 06:26:20","206,0888","1018,8634","297,8442"
"VI1PR0402MB3646","07.03.2018 06:26:30","206,7192","295,2158","224,63614"
"VI1PR0402MB3646","07.03.2018 06:26:40","208,8583","305,7162","229,8758"
"VI1PR0402MB3646","07.03.2018 06:26:50","205,3191","237,1659","218,88554"
"VI1PR0402MB3646","07.03.2018 06:27:00","204,9753","227,6776","213,26253"
"VI1PR0402MB3646","07.03.2018 06:27:10","205,6566","238,699","219,34276"
"VI1PR0402MB3646","07.03.2018 06:27:20","210,3698","236,9018","219,85552"
"VI1PR0402MB3646","07.03.2018 06:27:30","207,0923","839,387","282,1304"
"VI1PR0402MB3646","07.03.2018 06:27:40","206,9502","233,4691","218,94709"
"VI1PR0402MB3646","07.03.2018 06:27:50","206,69","226,9421","214,35307"
"VI1PR0402MB3646","07.03.2018 06:28:00","208,3168","264,511","219,27176"
"VI1PR0402MB3646","07.03.2018 06:28:10","207,9761","240,379","218,66437"
"VI1PR0402MB3646","07.03.2018 06:28:20","204,2798","239,2054","215,51773"
"VI1PR0402MB3646","07.03.2018 06:28:30","205,9124","221,0937","212,19177"
"VI1PR0402MB3646","07.03.2018 06:28:40","208,3448","282,4191","224,53369"
"VI1PR0402MB3646","07.03.2018 06:28:50","206,1726","234,1457","217,55116"
"VI1PR0402MB3646","07.03.2018 06:29:00","207,3015","251,755","227,69047"
"VI1PR0402MB3646","07.03.2018 06:29:10","210,1176","225,8381","216,95736"
"VI1PR0402MB3646","07.03.2018 06:29:20","208,6033","923,8498","289,01236"
"VI1PR0402MB3646","07.03.2018 06:29:30","212,557","263,337","225,45977"
"VI1PR0402MB3646","07.03.2018 06:29:41","209,7891","1455,9479","349,01225"
"VI1PR0402MB3646","07.03.2018 06:29:52","208,7904","1775,5665","387,60683"
"VI1PR0402MB3646","07.03.2018 06:30:02","206,3818","275,1137","225,97737"
"VI1PR0402MB3646","07.03.2018 06:30:12","208,2855","227,4632","214,45927"
"VI1PR0402MB3646","07.03.2018 06:30:22","207,3205","303,9036","225,66435"
"VI1PR0402MB3646","07.03.2018 06:30:32","207,2695","254,8194","224,91649"
"VI1PR0402MB3646","07.03.2018 06:30:42","210,8955","398,1427","240,77732"
"VI1PR0402MB3646","07.03.2018 06:30:52","207,7791","332,4045","241,14865"
"VI1PR0402MB3646","07.03.2018 06:31:02","205,3977","232,8451","216,68321"
"VI1PR0402MB3646","07.03.2018 06:31:12","208,4446","245,2126","225,61089"
"VI1PR0402MB3646","07.03.2018 06:31:22","208,1269","231,6723","221,32881"
"VI1PR0402MB3646","07.03.2018 06:31:32","206,122","260,206","228,48184"
"VI1PR0402MB3646","07.03.2018 06:31:42","210,7685","235,0011","218,05466"
"VI1PR0402MB3646","07.03.2018 06:31:57","207,6071","5580,3807","764,91448"
"VI1PR0402MB3646","07.03.2018 06:32:07","205,9289","260,6982","221,82112"
"VI1PR0402MB3646","07.03.2018 06:32:17","208,6712","684,5034","277,67702"
"VI1PR0402MB3646","07.03.2018 06:32:27","207,7594","324,7407","227,38729"
"VI1PR0402MB3646","07.03.2018 06:32:37","206,4919","221,8093","213,62816"
"VI1PR0402MB3646","07.03.2018 06:32:47","205,8094","241,4622","220,52617"
"VI1PR0402MB3646","07.03.2018 06:32:57","205,1746","253,1055","219,28905"
"VI1PR0402MB3646","07.03.2018 06:33:07","209,1347","238,337","216,58882"
"VI1PR0402MB3646","07.03.2018 06:33:17","198,6622","303,075","232,41662"
"VI1PR0402MB3646","07.03.2018 06:33:27","194,2645","319,1938","219,01704"
"VI1PR0402MB3646","07.03.2018 06:33:37","199,6913","233,014","209,81924"
"VI1PR0402MB3646","07.03.2018 06:33:47","199,7536","233,001","212,99666"
"VI1PR0402MB3646","07.03.2018 06:33:57","199,7861","252,9838","212,09484"
"VI1PR0402MB3646","07.03.2018 06:34:07","198,6176","268,7201","213,6312"
"VI1PR0402MB3646","07.03.2018 06:34:23","199,743","6188,6165","808,98792"
"VI1PR0402MB3646","07.03.2018 06:34:33","199,777","231,424","209,50165"
"VI1PR0402MB3646","07.03.2018 06:34:43","199,7482","231,0727","206,33626"
"VI1PR0402MB3646","07.03.2018 06:34:53","199,8251","216,1409","206,26254"
"VI1PR0402MB3646","07.03.2018 06:35:03","200,0434","231,8282","214,22119"
"VI1PR0402MB3646","07.03.2018 06:35:13","199,4797","346,6893","236,22013"
"VI1PR0402MB3646","07.03.2018 06:35:23","213,4385","372,4694","255,63932"
"VI1PR0402MB3646","07.03.2018 06:35:33","200,5739","231,9237","213,64369"
"VI1PR0402MB3646","07.03.2018 06:35:43","199,7273","242,5406","217,44983"
"VI1PR0402MB3646","07.03.2018 06:35:53","199,835","231,0604","211,42423"
"VI1PR0402MB3646","07.03.2018 06:36:03","199,7134","651,7495","251,38009"
"VI1PR0402MB3646","07.03.2018 06:36:13","199,7458","216,2238","203,20975"
"VI1PR0402MB3646","07.03.2018 06:36:23","199,9037","5484,3937","733,51157"
"VI1PR0402MB3646","07.03.2018 06:36:38","199,8014","252,839","218,55805"
"VI1PR0402MB3646","07.03.2018 06:36:48","199,6917","231,212","210,83865"
"VI1PR0402MB3646","07.03.2018 06:36:58","199,998","231,0387","215,45236"
"VI1PR0402MB3646","07.03.2018 06:37:08","199,8014","252,6301","212,3709"
"VI1PR0402MB3646","07.03.2018 06:37:18","199,775","231,1259","209,44918"
"VI1PR0402MB3646","07.03.2018 06:37:29","199,788","1330,835","330,17029"
"VI1PR0402MB3646","07.03.2018 06:37:39","199,7765","231,1177","214,11533"
"VI1PR0402MB3646","07.03.2018 06:37:49","199,8357","284,9024","227,42382"
"VI1PR0402MB3646","07.03.2018 06:37:59","199,8078","266,7606","224,05468"
"VI1PR0402MB3646","07.03.2018 06:38:09","199,7789","315,4339","233,55002"
"VI1PR0402MB3646","07.03.2018 06:38:19","199,8389","231,3817","208,04433"
"VI1PR0402MB3646","07.03.2018 06:38:29","205,841","501,6875","248,79534"
"VI1PR0402MB3646","07.03.2018 06:38:39","200,3383","253,9707","225,43216"
"VI1PR0402MB3646","07.03.2018 06:38:49","200,2318","253,4469","212,07326"
"VI1PR0402MB3646","07.03.2018 06:38:59","205,7821","222,1666","210,7339"
"VI1PR0402MB3646","07.03.2018 06:39:09","199,7565","222,1354","207,49792"
"VI1PR0402MB3646","07.03.2018 06:39:19","199,9408","253,8025","213,72534"
"VI1PR0402MB3646","07.03.2018 06:39:29","199,7611","259,8262","218,25335"
"VI1PR0402MB3646","07.03.2018 06:39:44","199,8034","5937,2429","792,98179"
"VI1PR0402MB3646","07.03.2018 06:39:54","199,3226","232,292","210,23601"
"VI1PR0402MB3646","07.03.2018 06:40:04","199,8591","485,6619","251,77581"
"VI1PR0402MB3646","07.03.2018 06:40:14","268,6853","285,2158","275,30007"
"VI1PR0402MB3646","07.03.2018 06:40:24","268,2267","300,1089","273,93901"
"VI1PR0402MB3646","07.03.2018 06:40:34","268,9665","530,9645","326,82441"
"VI1PR0402MB3646","07.03.2018 06:40:44","268,2053","400,3284","291,38712"
"VI1PR0402MB3646","07.03.2018 06:40:54","268,3431","331,7461","281,28799"
"VI1PR0402MB3646","07.03.2018 06:41:04","262,3221","315,2716","278,30281"
"VI1PR0402MB3646","07.03.2018 06:41:14","268,722","331,7654","281,4441"
"VI1PR0402MB3646","07.03.2018 06:41:24","262,8696","368,2259","287,09091"
"VI1PR0402MB3646","07.03.2018 06:41:35","262,3001","1748,4179","422,67998"
"VI1PR0402MB3646","07.03.2018 06:41:45","261,8556","485,1361","335,25322"
"VI1PR0402MB3646","07.03.2018 06:41:55","252,6262","315,0687","272,69575"
"VI1PR0402MB3646","07.03.2018 06:42:05","247,3944","315,2965","284,76679"
"VI1PR0402MB3646","07.03.2018 06:42:15","262,5787","753,0162","324,46971"
"VI1PR0402MB3646","07.03.2018 06:42:25","262,3028","315,8464","279,93336"
"VI1PR0402MB3646","07.03.2018 06:42:35","262,272","315,3166","282,54607"
"VI1PR0402MB3646","07.03.2018 06:42:45","279,1701","300,1204","286,2866"
"VI1PR0402MB3646","07.03.2018 06:42:55","262,2392","400,024","315,55669"
"VI1PR0402MB3646","07.03.2018 06:43:05","268,2066","300,7962","281,19156"
"VI1PR0402MB3646","07.03.2018 06:43:15","262,4749","347","279,6292"
"VI1PR0402MB3646","07.03.2018 06:43:25","262,2902","285,7949","266,89862"
"VI1PR0402MB3646","07.03.2018 06:43:35","262,2779","284,3766","271,5644"
"VI1PR0402MB3646","07.03.2018 06:43:46","262,9072","1031,1114","361,32905"
"VI1PR0402MB3646","07.03.2018 06:43:56","262,7706","747,7563","331,02742"
"VI1PR0402MB3646","07.03.2018 06:44:06","263,1795","407,4953","299,00238"
"VI1PR0402MB3646","07.03.2018 06:44:16","262,274","347,6169","296,67383"
"VI1PR0402MB3646","07.03.2018 06:44:26","266,6367","306,525","284,03268"
"VI1PR0402MB3646","07.03.2018 06:44:36","262,2713","300,1184","274,49873"
"VI1PR0402MB3646","07.03.2018 06:44:46","267,5773","905,8698","348,92801"
"VI1PR0402MB3646","07.03.2018 06:44:56","253,2006","319,2692","277,42679"
"VI1PR0402MB3646","07.03.2018 06:45:06","268,4118","469,0335","314,18354"
"VI1PR0402MB3646","07.03.2018 06:45:16","268,4114","384,242","285,42729"
"VI1PR0402MB3646","07.03.2018 06:45:26","268,2558","299,664","277,59828"
"VI1PR0402MB3646","07.03.2018 06:45:36","268,2677","352,9739","288,1046"
"VI1PR0402MB3646","07.03.2018 06:45:46","268,2851","585,0153","306,34656"
"VI1PR0402MB3646","07.03.2018 06:45:56","262,1256","284,96","276,67447"
"VI1PR0402MB3646","07.03.2018 06:46:06","268,5701","346,9253","282,87831"
"VI1PR0402MB3646","07.03.2018 06:46:16","268,2721","384,754","310,92313"
"VI1PR0402MB3646","07.03.2018 06:46:26","262,5203","383,5343","296,22424"
"VI1PR0402MB3646","07.03.2018 06:46:36","277,9282","287,3971","283,43336"
"VI1PR0402MB3646","07.03.2018 06:46:46","278,6668","331,4153","289,00237"
"VI1PR0402MB3646","07.03.2018 06:46:56","262,2696","300,6837","282,53885"
"VI1PR0402MB3646","07.03.2018 06:47:06","262,2887","300,073","273,65068"
"VI1PR0402MB3646","07.03.2018 06:47:16","267,8457","306,0008","275,64342"
"VI1PR0402MB3646","07.03.2018 06:47:26","205,6981","583,9796","293,27453"
"VI1PR0402MB3646","07.03.2018 06:47:36","204,6003","284,0751","223,77445"
"VI1PR0402MB3646","07.03.2018 06:47:46","199,7576","237,5104","210,74988"
"VI1PR0402MB3646","07.03.2018 06:47:56","199,7154","268,5827","213,35884"
"VI1PR0402MB3646","07.03.2018 06:48:06","199,7442","222,0967","205,03624"
"VI1PR0402MB3646","07.03.2018 06:48:16","196,61","237,6404","207,14021"
"VI1PR0402MB3646","07.03.2018 06:48:26","198,2123","221,9921","208,94101"
"VI1PR0402MB3646","07.03.2018 06:48:36","199,7947","816,2076","297,61381"
"VI1PR0402MB3646","07.03.2018 06:48:46","199,7344","235,9529","208,23776"
"VI1PR0402MB3646","07.03.2018 06:48:56","199,7584","237,25","216,43539"
"VI1PR0402MB3646","07.03.2018 06:49:06","199,7478","253,5025","214,43549"
"VI1PR0402MB3646","07.03.2018 06:49:16","199,818","236,7648","214,55821"
"VI1PR0402MB3646","07.03.2018 06:49:26","199,7442","237,4031","217,02733"
"VI1PR0402MB3646","07.03.2018 06:49:36","199,713","284,9095","220,07937"
"VI1PR0402MB3646","07.03.2018 06:49:46","199,8946","315,4307","242,23303"
"VI1PR0402MB3646","07.03.2018 06:49:56","199,5046","231,3794","213,19587"
"VI1PR0402MB3646","07.03.2018 06:50:06","199,7987","247,5803","208,12314"
"VI1PR0402MB3646","07.03.2018 06:50:19","199,9755","3085,6165","501,68309"
"VI1PR0402MB3646","07.03.2018 06:50:29","199,494","531,5049","237,79574"
"VI1PR0402MB3646","07.03.2018 06:50:40","199,7754","1184,1283","327,79914"
"VI1PR0402MB3646","07.03.2018 06:50:50","199,5642","231,3703","207,68273"
