"beserver","timestamp","durationmin","durationmax","durationavg"
"VI1PR0402MB3646","08.05.2018 02:22:15","245,1613","257,4234","251,17421"
"VI1PR0402MB3646","08.05.2018 02:22:19","87,3518","92,3054","90,46568"
"VI1PR0402MB3646","08.05.2018 02:22:25","240,863","257,2427","249,26982"
"VI1PR0402MB3646","08.05.2018 02:22:29","88,0244","98,755","91,46229"
"VI1PR0402MB3646","08.05.2018 02:22:35","247,8984","265,3933","251,79302"
"VI1PR0402MB3646","08.05.2018 02:22:39","87,8732","98,5418","92,12456"
"VI1PR0402MB3646","08.05.2018 02:22:45","244,8017","256,0115","249,23153"
"VI1PR0402MB3646","08.05.2018 02:22:49","87,1501","97,5415","91,55779"
"VI1PR0402MB3646","08.05.2018 02:22:55","249,1052","261,5422","251,97252"
"VI1PR0402MB3646","08.05.2018 02:22:59","88,3694","106,2302","92,72867"
"VI1PR0402MB3646","08.05.2018 02:23:05","237,6202","259,6664","249,73526"
"VI1PR0402MB3646","08.05.2018 02:23:09","87,5606","93,9316","90,19097"
"VI1PR0402MB3646","08.05.2018 02:23:15","236,2871","257,2205","249,35248"
"VI1PR0402MB3646","08.05.2018 02:23:19","87,4757","96,0885","90,53435"
"VI1PR0402MB3646","08.05.2018 02:23:25","247,1552","315,3909","257,1603"
"VI1PR0402MB3646","08.05.2018 02:23:29","86,7569","100,1066","91,45353"
"VI1PR0402MB3646","08.05.2018 02:23:35","245,1775","249,8602","248,2101"
"VI1PR0402MB3646","08.05.2018 02:23:39","88,6481","100,9123","91,54483"
"VI1PR0402MB3646","08.05.2018 02:23:45","246,2315","250,7765","248,19599"
"VI1PR0402MB3646","08.05.2018 02:23:49","87,8867","132,6915","95,13988"
"VI1PR0402MB3646","08.05.2018 02:23:55","237,7047","321,5476","254,32256"
"VI1PR0402MB3646","08.05.2018 02:23:59","86,7549","104,1255","92,35807"
"VI1PR0402MB3646","08.05.2018 02:24:05","245,9089","254,9997","248,8609"
"VI1PR0402MB3646","08.05.2018 02:24:09","87,8499","99,1493","91,39485"
"VI1PR0402MB3646","08.05.2018 02:24:15","238,4728","248,7546","244,15817"
"VI1PR0402MB3646","08.05.2018 02:24:19","87,2074","96,6187","90,22863"
"VI1PR0402MB3646","08.05.2018 02:24:25","244,2399","253,4398","247,30807"
"VI1PR0402MB3646","08.05.2018 02:24:29","86,6847","99,9183","90,14084"
"VI1PR0402MB3646","08.05.2018 02:24:35","234,9123","255,8509","247,38055"
"VI1PR0402MB3646","08.05.2018 02:24:39","87,0171","128,1263","94,77306"
"VI1PR0402MB3646","08.05.2018 02:24:45","244,8068","254,0859","248,15394"
"VI1PR0402MB3646","08.05.2018 02:24:49","87,3782","100,8803","90,91951"
"VI1PR0402MB3646","08.05.2018 02:24:55","234,9325","251,8829","244,88692"
"VI1PR0402MB3646","08.05.2018 02:24:59","87,5459","94,5483","90,74959"
"VI1PR0402MB3646","08.05.2018 02:25:05","235,4606","258,1466","245,90357"
"VI1PR0402MB3646","08.05.2018 02:25:09","87,3908","96,9116","90,35245"
"VI1PR0402MB3646","08.05.2018 02:25:15","245,4368","423,4522","286,33442"
"VI1PR0402MB3646","08.05.2018 02:25:19","94,1973","220,9532","150,14048"
"VI1PR0402MB3646","08.05.2018 02:25:25","239,5406","359,3218","283,04198"
"VI1PR0402MB3646","08.05.2018 02:25:29","99,6511","211,4186","152,43333"
"VI1PR0402MB3646","08.05.2018 02:25:35","249,8165","309,2906","263,8965"
"VI1PR0402MB3646","08.05.2018 02:25:39","87,1998","113,0445","98,0293"
"VI1PR0402MB3646","08.05.2018 02:25:45","236,7604","258,751","245,70437"
"VI1PR0402MB3646","08.05.2018 02:25:49","87,6494","101,9863","92,25893"
"VI1PR0402MB3646","08.05.2018 02:25:55","240,7331","254,9883","248,28877"
"VI1PR0402MB3646","08.05.2018 02:25:59","86,7992","98,1917","91,13108"
"VI1PR0402MB3646","08.05.2018 02:26:05","243,7288","251,2746","246,47881"
"VI1PR0402MB3646","08.05.2018 02:26:09","87,2914","94,4006","90,30329"
"VI1PR0402MB3646","08.05.2018 02:26:15","234,3877","253,6889","245,52356"
"VI1PR0402MB3646","08.05.2018 02:26:19","87,0408","92,9729","89,21306"
"VI1PR0402MB3646","08.05.2018 02:26:25","243,2638","253,7145","246,70268"
"VI1PR0402MB3646","08.05.2018 02:26:29","88,0654","107,2087","92,21569"
"VI1PR0402MB3646","08.05.2018 02:26:35","234,975","355,9622","256,11412"
"VI1PR0402MB3646","08.05.2018 02:26:39","87,3952","379,8987","118,71154"
"VI1PR0402MB3646","08.05.2018 02:26:45","239,0835","252,5401","246,12"
"VI1PR0402MB3646","08.05.2018 02:26:49","87,5065","94,9497","89,7362"
"VI1PR0402MB3646","08.05.2018 02:26:55","235,4657","256,3166","246,55147"
"VI1PR0402MB3646","08.05.2018 02:26:59","88,3161","100,3782","91,36757"
"VI1PR0402MB3646","08.05.2018 02:27:05","243,7024","264,0807","247,66595"
"VI1PR0402MB3646","08.05.2018 02:27:09","87,0787","120,365","95,80973"
"VI1PR0402MB3646","08.05.2018 02:27:15","241,1602","250,5838","245,83557"
"VI1PR0402MB3646","08.05.2018 02:27:19","87,068","103,6715","92,29293"
"VI1PR0402MB3646","08.05.2018 02:27:25","243,1529","290,4197","251,0467"
"VI1PR0402MB3646","08.05.2018 02:27:29","86,5867","93,6976","90,66806"
"VI1PR0402MB3646","08.05.2018 02:27:35","241,8337","257,738","248,82394"
"VI1PR0402MB3646","08.05.2018 02:27:39","86,9373","91,4863","89,35089"
"VI1PR0402MB3646","08.05.2018 02:27:45","241,8735","256,2175","247,27832"
"VI1PR0402MB3646","08.05.2018 02:27:49","85,4266","98,8552","90,72594"
"VI1PR0402MB3646","08.05.2018 02:27:55","241,399","251,5154","246,48232"
"VI1PR0402MB3646","08.05.2018 02:27:59","87,0542","124,3463","95,50426"
"VI1PR0402MB3646","08.05.2018 02:28:05","242,0041","251,1041","246,5613"
"VI1PR0402MB3646","08.05.2018 02:28:09","86,5409","92,5789","89,19618"
"VI1PR0402MB3646","08.05.2018 02:28:15","241,2471","252,2694","246,13686"
"VI1PR0402MB3646","08.05.2018 02:28:19","87,5345","96,1182","91,3636"
"VI1PR0402MB3646","08.05.2018 02:28:25","241,2475","250,7231","246,17272"
"VI1PR0402MB3646","08.05.2018 02:28:29","86,4427","97,7836","90,39901"
"VI1PR0402MB3646","08.05.2018 02:28:35","241,5494","254,5218","246,72543"
"VI1PR0402MB3646","08.05.2018 02:28:39","86,5303","91,7895","89,18511"
"VI1PR0402MB3646","08.05.2018 02:28:45","236,5915","259,8405","247,48673"
"VI1PR0402MB3646","08.05.2018 02:28:49","87,1051","124,5836","95,27812"
"VI1PR0402MB3646","08.05.2018 02:28:55","242,8505","307,1949","253,66287"
"VI1PR0402MB3646","08.05.2018 02:28:59","88,6915","95,2612","91,0174"
"VI1PR0402MB3646","08.05.2018 02:29:05","241,8541","256,0652","247,64359"
"VI1PR0402MB3646","08.05.2018 02:29:09","86,9542","91,9173","89,38856"
"VI1PR0402MB3646","08.05.2018 02:29:19","85,0106","99,0471","92,05464"
"VI1PR0402MB3646","08.05.2018 02:29:21","125,2388","5994,5411","785,77661"
"VI1PR0402MB3646","08.05.2018 02:29:29","87,0585","97,3541","90,07045"
"VI1PR0402MB3646","08.05.2018 02:29:31","124,9996","130,4723","127,61506"
"VI1PR0402MB3646","08.05.2018 02:29:39","88,3015","98,0784","91,11467"
"VI1PR0402MB3646","08.05.2018 02:29:41","123,0429","136,342","127,52065"
"VI1PR0402MB3646","08.05.2018 02:29:49","86,9187","92,2142","90,16961"
"VI1PR0402MB3646","08.05.2018 02:29:51","123,594","137,9466","128,43288"
"VI1PR0402MB3646","08.05.2018 02:29:59","87,8736","94,4101","89,71231"
"VI1PR0402MB3646","08.05.2018 02:30:01","124,2879","131,3959","127,57281"
"VI1PR0402MB3646","08.05.2018 02:30:09","84,9624","97,384","89,52555"
"VI1PR0402MB3646","08.05.2018 02:30:11","125,2507","137,9435","128,82983"
"VI1PR0402MB3646","08.05.2018 02:30:19","86,4818","98,0559","89,97139"
"VI1PR0402MB3646","08.05.2018 02:30:21","124,083","133,0827","127,77163"
"VI1PR0402MB3646","08.05.2018 02:30:29","87,5957","112,317","91,31091"
"VI1PR0402MB3646","08.05.2018 02:30:31","124,2239","142,4175","128,90121"
"VI1PR0402MB3646","08.05.2018 02:30:39","86,0361","98,9058","90,18438"
"VI1PR0402MB3646","08.05.2018 02:30:41","122,5344","136,335","127,02731"
"VI1PR0402MB3646","08.05.2018 02:30:49","87,0593","307,1878","112,91382"
"VI1PR0402MB3646","08.05.2018 02:30:51","123,5659","145,4636","128,50597"
"VI1PR0402MB3646","08.05.2018 02:30:59","87,5464","97,973","91,44315"
"VI1PR0402MB3646","08.05.2018 02:31:01","123,6353","135,4946","127,19242"
"VI1PR0402MB3646","08.05.2018 02:31:09","87,2543","91,6812","89,03029"
"VI1PR0402MB3646","08.05.2018 02:31:11","123,7685","129,5462","126,27762"
"VI1PR0402MB3646","08.05.2018 02:31:19","86,4822","103,077","92,83066"
"VI1PR0402MB3646","08.05.2018 02:31:21","123,5541","131,4808","126,93826"
"VI1PR0402MB3646","08.05.2018 02:31:29","86,4996","108,5039","92,18748"
"VI1PR0402MB3646","08.05.2018 02:31:31","125,7978","135,8134","130,81917"
"VI1PR0402MB3646","08.05.2018 02:31:39","87,0691","117,2367","93,29788"
"VI1PR0402MB3646","08.05.2018 02:31:41","124,312","145,3736","129,54704"
"VI1PR0402MB3646","08.05.2018 02:31:49","86,9451","108,7782","93,91214"
"VI1PR0402MB3646","08.05.2018 02:31:51","124,9712","142,1092","130,733"
"VI1PR0402MB3646","08.05.2018 02:31:59","86,0503","103,1252","90,92673"
"VI1PR0402MB3646","08.05.2018 02:32:01","124,5086","136,1885","127,87662"
"VI1PR0402MB3646","08.05.2018 02:32:09","89,048","97,1768","92,65851"
"VI1PR0402MB3646","08.05.2018 02:32:11","124,8785","138,3217","127,46228"
"VI1PR0402MB3646","08.05.2018 02:32:19","87,7667","104,7949","92,97108"
"VI1PR0402MB3646","08.05.2018 02:32:21","125,8637","137,8756","129,93933"
"VI1PR0402MB3646","08.05.2018 02:32:29","87,7785","96,2756","91,47474"
"VI1PR0402MB3646","08.05.2018 02:32:31","124,5994","133,826","126,4619"
"VI1PR0402MB3646","08.05.2018 02:32:39","88,3939","95,1451","90,41346"
"VI1PR0402MB3646","08.05.2018 02:32:41","124,6096","129,3646","126,94515"
"VI1PR0402MB3646","08.05.2018 02:32:49","87,0842","95,1774","90,78281"
"VI1PR0402MB3646","08.05.2018 02:32:51","124,5436","135,7527","128,50052"
"VI1PR0402MB3646","08.05.2018 02:32:59","86,8118","95,7108","90,20784"
"VI1PR0402MB3646","08.05.2018 02:33:01","123,8576","136,0989","127,46928"
"VI1PR0402MB3646","08.05.2018 02:33:09","87,7509","95,0472","90,65097"
"VI1PR0402MB3646","08.05.2018 02:33:11","124,0889","130,6589","127,31618"
"VI1PR0402MB3646","08.05.2018 02:33:19","87,5471","93,7592","90,02553"
"VI1PR0402MB3646","08.05.2018 02:33:21","123,2229","288,4034","160,218"
"VI1PR0402MB3646","08.05.2018 02:33:29","86,6255","417,635","121,43272"
"VI1PR0402MB3646","08.05.2018 02:33:31","123,3611","132,8288","126,25152"
"VI1PR0402MB3646","08.05.2018 02:33:39","85,6525","94,9632","89,08624"
"VI1PR0402MB3646","08.05.2018 02:33:41","123,8394","137,2957","127,5802"
"VI1PR0402MB3646","08.05.2018 02:33:49","87,2176","120,7017","96,74845"
"VI1PR0402MB3646","08.05.2018 02:33:51","124,2161","160,5017","131,9136"
"VI1PR0402MB3646","08.05.2018 02:33:59","87,3214","99,2519","90,67658"
"VI1PR0402MB3646","08.05.2018 02:34:01","126,9125","139,9464","130,62084"
"VI1PR0402MB3646","08.05.2018 02:34:09","87,9581","94,7128","90,44656"
"VI1PR0402MB3646","08.05.2018 02:34:11","124,3498","131,6596","127,48338"
"VI1PR0402MB3646","08.05.2018 02:34:19","86,9784","98,093","90,06171"
"VI1PR0402MB3646","08.05.2018 02:34:21","123,4506","129,7195","125,63746"
"VI1PR0402MB3646","08.05.2018 02:34:29","86,6108","108,4171","91,89622"
"VI1PR0402MB3646","08.05.2018 02:34:31","124,7308","143,565","130,45969"
"VI1PR0402MB3646","08.05.2018 02:34:39","87,4698","98,0756","90,05484"
"VI1PR0402MB3646","08.05.2018 02:34:41","123,0902","130,3238","126,72952"
"VI1PR0402MB3646","08.05.2018 02:34:49","88,6856","107,8999","94,7997"
"VI1PR0402MB3646","08.05.2018 02:34:51","125,0154","156,4686","131,19788"
"VI1PR0402MB3646","08.05.2018 02:34:59","88,1057","97,4307","91,05739"
"VI1PR0402MB3646","08.05.2018 02:35:01","124,5011","135,2206","128,62439"
"VI1PR0402MB3646","08.05.2018 02:35:09","86,9515","99,2053","90,16415"
"VI1PR0402MB3646","08.05.2018 02:35:11","124,7592","129,9804","126,60757"
"VI1PR0402MB3646","08.05.2018 02:35:19","86,5473","105,0388","91,55086"
"VI1PR0402MB3646","08.05.2018 02:35:21","125,0513","143,4537","130,20375"
"VI1PR0402MB3646","08.05.2018 02:35:29","87,5811","98,0188","91,47932"
"VI1PR0402MB3646","08.05.2018 02:35:31","124,9155","140,5906","129,82057"
"VI1PR0402MB3646","08.05.2018 02:35:39","86,462","93,2108","88,92105"
"VI1PR0402MB3646","08.05.2018 02:35:41","123,232","127,6877","125,90333"
"VI1PR0402MB3646","08.05.2018 02:35:49","86,6247","98,4135","90,27658"
"VI1PR0402MB3646","08.05.2018 02:35:51","124,6499","131,6648","127,09602"
"VI1PR0402MB3646","08.05.2018 02:35:59","87,518","103,0746","93,08166"
"VI1PR0402MB3646","08.05.2018 02:36:01","122,6304","146,111","127,68133"
"VI1PR0402MB3646","08.05.2018 02:36:09","85,6971","94,4634","89,83067"
"VI1PR0402MB3646","08.05.2018 02:36:11","123,3093","134,0332","127,49171"
"VI1PR0402MB3646","08.05.2018 02:36:19","86,9215","101,4941","92,05141"
"VI1PR0402MB3646","08.05.2018 02:36:21","124,0744","132,5596","126,47876"
"VI1PR0402MB3646","08.05.2018 02:36:29","89,6362","100,5376","92,40455"
"VI1PR0402MB3646","08.05.2018 02:36:31","124,2935","149,5303","131,17448"
"VI1PR0402MB3646","08.05.2018 02:36:39","88,0504","102,7462","92,28252"
"VI1PR0402MB3646","08.05.2018 02:36:41","124,6625","155,4332","130,20489"
"VI1PR0402MB3646","08.05.2018 02:36:49","87,1923","99,0798","91,28723"
"VI1PR0402MB3646","08.05.2018 02:36:51","124,5563","141,116","128,1459"
"VI1PR0402MB3646","08.05.2018 02:36:59","87,2026","91,6193","89,26374"
"VI1PR0402MB3646","08.05.2018 02:37:01","124,2157","127,7305","126,06951"
"VI1PR0402MB3646","08.05.2018 02:37:09","86,541","101,4017","92,07743"
"VI1PR0402MB3646","08.05.2018 02:37:11","125,272","137,0754","128,17436"
"VI1PR0402MB3646","08.05.2018 02:37:19","88,0552","101,9634","92,35658"
"VI1PR0402MB3646","08.05.2018 02:37:21","123,6922","130,7111","126,75833"
"VI1PR0402MB3646","08.05.2018 02:37:29","87,932","121,368","93,61465"
"VI1PR0402MB3646","08.05.2018 02:37:31","123,8932","131,1851","126,31242"
"VI1PR0402MB3646","08.05.2018 02:37:39","86,7889","94,1614","89,41275"
"VI1PR0402MB3646","08.05.2018 02:37:41","123,5264","131,874","126,43234"
"VI1PR0402MB3646","08.05.2018 02:37:49","87,8488","101,3827","91,42405"
"VI1PR0402MB3646","08.05.2018 02:37:51","124,3487","146,488","128,24819"
"VI1PR0402MB3646","08.05.2018 02:37:59","86,7087","98,8852","90,5317"
"VI1PR0402MB3646","08.05.2018 02:38:01","123,995","136,4554","130,601"
"VI1PR0402MB3646","08.05.2018 02:38:09","88,5932","97,5538","91,34495"
"VI1PR0402MB3646","08.05.2018 02:38:11","124,1406","128,9959","126,02642"
"VI1PR0402MB3646","08.05.2018 02:38:19","86,9661","105,5058","91,57177"
"VI1PR0402MB3646","08.05.2018 02:38:21","124,9404","136,5421","128,95338"
"VI1PR0402MB3646","08.05.2018 02:38:29","87,5752","99,9787","91,38008"
"VI1PR0402MB3646","08.05.2018 02:38:31","124,351","136,3641","127,32713"
"VI1PR0402MB3646","08.05.2018 02:38:39","86,059","101,6397","91,23759"
"VI1PR0402MB3646","08.05.2018 02:38:41","123,2987","146,2362","129,94379"
"VI1PR0402MB3646","08.05.2018 02:38:49","86,7987","127,3538","94,00242"
"VI1PR0402MB3646","08.05.2018 02:38:51","123,0634","157,4487","129,2959"
"VI1PR0402MB3646","08.05.2018 02:38:59","87,1603","92,811","89,80094"
"VI1PR0402MB3646","08.05.2018 02:39:01","124,8306","130,3033","126,89312"
"VI1PR0402MB3646","08.05.2018 02:39:09","87,289","104,5778","92,92308"
"VI1PR0402MB3646","08.05.2018 02:39:11","125,013","137,1919","130,05872"
"VI1PR0402MB3646","08.05.2018 02:39:19","87,6885","96,3858","90,38709"
"VI1PR0402MB3646","08.05.2018 02:39:21","124,6668","138,4586","127,28038"
"VI1PR0402MB3646","08.05.2018 02:39:29","88,2241","93,8575","90,25565"
"VI1PR0402MB3646","08.05.2018 02:39:31","123,1396","131,2968","127,36028"
"VI1PR0402MB3646","08.05.2018 02:39:39","87,8558","96,4157","91,39261"
"VI1PR0402MB3646","08.05.2018 02:39:41","123,8798","144,2009","128,89225"
"VI1PR0402MB3646","08.05.2018 02:39:49","87,8507","107,9114","91,9528"
"VI1PR0402MB3646","08.05.2018 02:39:51","124,0033","140,4745","128,02945"
"VI1PR0402MB3646","08.05.2018 02:39:59","86,0622","105,582","91,05498"
"VI1PR0402MB3646","08.05.2018 02:40:01","125,4362","143,0458","131,2713"
"VI1PR0402MB3646","08.05.2018 02:40:09","87,3988","107,1819","91,3289"
"VI1PR0402MB3646","08.05.2018 02:40:11","124,3234","141,2178","127,16237"
"VI1PR0402MB3646","08.05.2018 02:40:19","86,0409","101,6919","91,02408"
"VI1PR0402MB3646","08.05.2018 02:40:21","123,2198","130,7068","126,02327"
"VI1PR0402MB3646","08.05.2018 02:40:29","86,0093","92,0737","89,60781"
"VI1PR0402MB3646","08.05.2018 02:40:31","123,8627","137,5006","127,91159"
"VI1PR0402MB3646","08.05.2018 02:40:39","86,4596","103,0652","92,06029"
"VI1PR0402MB3646","08.05.2018 02:40:41","123,9792","128,2258","126,43902"
"VI1PR0402MB3646","08.05.2018 02:40:49","85,9576","101,2956","90,85955"
"VI1PR0402MB3646","08.05.2018 02:40:51","123,7135","128,6214","125,63095"
"VI1PR0402MB3646","08.05.2018 02:40:59","87,3577","93,6664","89,64991"
"VI1PR0402MB3646","08.05.2018 02:41:01","123,5881","305,6329","146,34919"
"VI1PR0402MB3646","08.05.2018 02:41:09","86,9823","92,9251","89,4137"
"VI1PR0402MB3646","08.05.2018 02:41:11","124,16","133,5658","126,53431"
"VI1PR0402MB3646","08.05.2018 02:41:19","86,663","99,6124","89,94747"
"VI1PR0402MB3646","08.05.2018 02:41:21","125,7164","133,8063","127,63944"
"VI1PR0402MB3646","08.05.2018 02:41:29","87,1891","109,0988","92,6789"
"VI1PR0402MB3646","08.05.2018 02:41:31","124,4241","141,6884","128,79376"
"VI1PR0402MB3646","08.05.2018 02:41:39","87,7063","93,9621","90,07403"
"VI1PR0402MB3646","08.05.2018 02:41:41","124,3519","141,825","127,91918"
"VI1PR0402MB3646","08.05.2018 02:41:49","86,9788","97,8621","90,12068"
"VI1PR0402MB3646","08.05.2018 02:41:51","125,2463","180,0014","132,4945"
"VI1PR0402MB3646","08.05.2018 02:41:59","86,8959","90,0609","88,48595"
"VI1PR0402MB3646","08.05.2018 02:42:01","124,8634","148,0989","129,94837"
"VI1PR0402MB3646","08.05.2018 02:42:09","87,5286","96,6365","92,04005"
"VI1PR0402MB3646","08.05.2018 02:42:11","123,7531","138,3793","129,85707"
"VI1PR0402MB3646","08.05.2018 02:42:19","86,9168","102,1454","91,8976"
"VI1PR0402MB3646","08.05.2018 02:42:21","125,4405","142,1503","130,09589"
"VI1PR0402MB3646","08.05.2018 02:42:29","86,2449","94,0616","90,68492"
"VI1PR0402MB3646","08.05.2018 02:42:31","123,5268","138,5257","128,30476"
"VI1PR0402MB3646","08.05.2018 02:42:39","84,6854","94,8972","90,59596"
"VI1PR0402MB3646","08.05.2018 02:42:41","124,3794","128,9233","127,66038"
"VI1PR0402MB3646","08.05.2018 02:42:49","87,3711","98,0109","91,31708"
"VI1PR0402MB3646","08.05.2018 02:42:51","123,8517","131,4847","126,47107"
"VI1PR0402MB3646","08.05.2018 02:42:59","85,3659","94,2179","89,04045"
"VI1PR0402MB3646","08.05.2018 02:43:01","123,7384","132,8695","127,01243"
"VI1PR0402MB3646","08.05.2018 02:43:09","86,2181","99,2432","90,41349"
"VI1PR0402MB3646","08.05.2018 02:43:11","123,2327","138,2569","126,82733"
"VI1PR0402MB3646","08.05.2018 02:43:19","86,5576","93,9803","90,12183"
"VI1PR0402MB3646","08.05.2018 02:43:21","123,575","130,8315","127,45771"
"VI1PR0402MB3646","08.05.2018 02:43:29","85,6283","97,1173","90,98849"
"VI1PR0402MB3646","08.05.2018 02:43:31","124,3467","132,8904","126,94125"
"VI1PR0402MB3646","08.05.2018 02:43:39","87,6762","94,4294","89,80021"
"VI1PR0402MB3646","08.05.2018 02:43:41","123,8071","129,7282","126,30998"
"VI1PR0402MB3646","08.05.2018 02:43:49","87,1074","128,6162","93,54532"
"VI1PR0402MB3646","08.05.2018 02:43:51","123,3523","170,0085","131,01968"
"VI1PR0402MB3646","08.05.2018 02:43:59","85,7251","95,6049","89,659"
"VI1PR0402MB3646","08.05.2018 02:44:01","125,3422","131,163","127,42402"
"VI1PR0402MB3646","08.05.2018 02:44:09","88,1009","96,0625","92,62366"
"VI1PR0402MB3646","08.05.2018 02:44:11","123,1795","131,3233","126,53102"
"VI1PR0402MB3646","08.05.2018 02:44:19","86,0618","107,7783","92,03863"
"VI1PR0402MB3646","08.05.2018 02:44:21","124,0218","133,0108","127,4685"
"VI1PR0402MB3646","08.05.2018 02:44:29","85,9125","182,6982","100,98064"
"VI1PR0402MB3646","08.05.2018 02:44:31","125,2842","132,8123","127,64099"
"VI1PR0402MB3646","08.05.2018 02:44:39","85,5612","98,5718","91,20643"
"VI1PR0402MB3646","08.05.2018 02:44:41","123,9571","138,6023","128,82352"
"VI1PR0402MB3646","08.05.2018 02:44:49","87,0621","108,1056","93,45055"
"VI1PR0402MB3646","08.05.2018 02:44:51","124,0013","143,4489","130,00628"
"VI1PR0402MB3646","08.05.2018 02:44:59","88,8312","99,0652","93,02426"
"VI1PR0402MB3646","08.05.2018 02:45:01","123,5703","148,4222","130,63188"
"VI1PR0402MB3646","08.05.2018 02:45:09","85,4179","106,1508","93,55724"
"VI1PR0402MB3646","08.05.2018 02:45:11","124,1462","132,8009","128,3041"
"VI1PR0402MB3646","08.05.2018 02:45:19","86,9235","114,3595","93,39282"
"VI1PR0402MB3646","08.05.2018 02:45:21","124,0301","137,7797","129,55266"
"VI1PR0402MB3646","08.05.2018 02:45:29","86,6843","96,2662","90,27043"
"VI1PR0402MB3646","08.05.2018 02:45:31","123,3823","136,1273","128,07766"
"VI1PR0402MB3646","08.05.2018 02:45:39","86,3985","106,8144","93,10625"
"VI1PR0402MB3646","08.05.2018 02:45:41","124,4766","143,9921","131,72616"
"VI1PR0402MB3646","08.05.2018 02:45:49","86,0788","93,576","88,53992"
"VI1PR0402MB3646","08.05.2018 02:45:51","124,0353","129,7369","126,66203"
"VI1PR0402MB3646","08.05.2018 02:45:59","87,0541","98,3046","91,36257"
"VI1PR0402MB3646","08.05.2018 02:46:01","124,6515","130,8287","126,48346"
"VI1PR0402MB3646","08.05.2018 02:46:09","85,6734","97,1046","90,23957"
"VI1PR0402MB3646","08.05.2018 02:46:11","122,6339","128,9143","126,83203"
"VI1PR0402MB3646","08.05.2018 02:46:19","87,0573","103,2156","93,24953"
"VI1PR0402MB3646","08.05.2018 02:46:21","122,6051","134,246","126,34461"
"VI1PR0402MB3646","08.05.2018 02:46:29","85,9307","92,6302","89,48955"
"VI1PR0402MB3646","08.05.2018 02:46:31","125,0486","136,1455","127,4878"
"VI1PR0402MB3646","08.05.2018 02:46:39","86,5315","116,9201","94,33182"
"VI1PR0402MB3646","08.05.2018 02:46:41","124,0925","132,8897","127,22198"
"VI1PR0402MB3646","08.05.2018 02:46:49","87,5278","131,2902","93,66074"
"VI1PR0402MB3646","08.05.2018 02:46:51","123,0018","166,3185","131,29201"
"VI1PR0402MB3646","08.05.2018 02:46:59","87,0569","102,644","93,93436"
"VI1PR0402MB3646","08.05.2018 02:47:01","124,0463","139,8959","131,03084"
"VI1PR0402MB3646","08.05.2018 02:47:09","86,854","109,5681","91,89077"
"VI1PR0402MB3646","08.05.2018 02:47:11","124,627","136,5129","127,75643"
"VI1PR0402MB3646","08.05.2018 02:47:19","85,883","96,7608","89,99771"
"VI1PR0402MB3646","08.05.2018 02:47:21","124,5915","153,7551","131,91153"
"VI1PR0402MB3646","08.05.2018 02:47:29","86,9325","97,6205","90,5348"
"VI1PR0402MB3646","08.05.2018 02:47:31","123,2746","130,7556","126,71084"
"VI1PR0402MB3646","08.05.2018 02:47:39","85,8738","94,9592","89,82911"
"VI1PR0402MB3646","08.05.2018 02:47:41","124,1059","139,5039","129,4206"
"VI1PR0402MB3646","08.05.2018 02:47:49","86,5548","98,8241","89,65631"
"VI1PR0402MB3646","08.05.2018 02:47:51","123,5189","134,1461","126,51424"
"VI1PR0402MB3646","08.05.2018 02:47:59","86,841","94,2676","89,9505"
"VI1PR0402MB3646","08.05.2018 02:48:01","123,3993","129,4013","126,18238"
"VI1PR0402MB3646","08.05.2018 02:48:09","85,7914","105,5733","91,03943"
"VI1PR0402MB3646","08.05.2018 02:48:11","125,0604","141,4575","129,28858"
"VI1PR0402MB3646","08.05.2018 02:48:19","86,5623","105,0783","90,70667"
"VI1PR0402MB3646","08.05.2018 02:48:21","122,7535","136,5382","127,5463"
"VI1PR0402MB3646","08.05.2018 02:48:29","86,0594","93,0684","88,50696"
"VI1PR0402MB3646","08.05.2018 02:48:31","123,8039","128,0979","125,58647"
"VI1PR0402MB3646","08.05.2018 02:48:39","86,7411","97,0655","90,05245"
"VI1PR0402MB3646","08.05.2018 02:48:41","124,6668","132,6275","126,85195"
"VI1PR0402MB3646","08.05.2018 02:48:49","89,0168","130,7584","97,5527"
"VI1PR0402MB3646","08.05.2018 02:48:51","124,6475","170,7976","135,27824"
"VI1PR0402MB3646","08.05.2018 02:48:59","86,1266","94,5648","89,63902"
"VI1PR0402MB3646","08.05.2018 02:49:01","123,0879","128,4054","126,29421"
"VI1PR0402MB3646","08.05.2018 02:49:09","86,1336","214,6018","105,82653"
"VI1PR0402MB3646","08.05.2018 02:49:11","123,4507","241,1346","141,57726"
"VI1PR0402MB3646","08.05.2018 02:49:19","86,2812","96,6842","89,80029"
"VI1PR0402MB3646","08.05.2018 02:49:21","123,918","127,8168","125,79416"
"VI1PR0402MB3646","08.05.2018 02:49:29","85,6217","94,3165","89,56933"
"VI1PR0402MB3646","08.05.2018 02:49:31","123,7542","128,9198","126,19424"
"VI1PR0402MB3646","08.05.2018 02:49:39","87,2479","104,0705","90,79487"
"VI1PR0402MB3646","08.05.2018 02:49:41","122,8467","139,093","127,6219"
"VI1PR0402MB3646","08.05.2018 02:49:49","85,5845","93,6158","89,86274"
"VI1PR0402MB3646","08.05.2018 02:49:51","122,6099","129,6299","126,40082"
"VI1PR0402MB3646","08.05.2018 02:49:59","87,1998","95,316","91,00563"
"VI1PR0402MB3646","08.05.2018 02:50:01","123,4838","134,2322","127,39631"
