"AverageJitterInMsAvg","RoundTripLatencyMaxInMs","Packetssentcount","PacketLossRateMax","RoundTripLatencyAvgInMs","PacketLossRateAvg","PacketReorderRatioAvg","PacketReorderRatioMax","Packetssentsum","AverageJitterInMsMax"
"4","18","1","0","18","0","0","0","283","4"
"4","18","1","0","18","0","0","0","283","4"
"1","18","1","0","18","0","0","0","851","1"
"6","18","1","0","18","0","0","0","851","6"
"6","18","1","0","18","0","0","0","851","6"
"5","18","1","0","18","0","0","0","283","5"
"4","17","1","0","17","0","0","0","851","4"
"5","29","1","0","29","0","0","0","283","5"
"5","18","1","0","18","0","0","0","283","5"
"1","18","1","0","18","0","0","0","851","1"
"6","18","1","0","18","0","0","0","851","6"
"5","18","1","0","18","0","0","0","283","5"
"9","32","1","0","32","0","0","0","851","9"
"3","17","1","0","17","0","0","0","283","3"
"6","18","1","0","18","0","0","0","851","6"
"1","18","1","0","18","0","0","0","283","1"
"6","18","1","0","18","0","0","0","283","6"
"5","18","1","0","18","0","0","0","283","5"
"1","18","1","0","18","0","0","0","851","1"
"2","18","1","0","18","0","0","0","283","2"
"1","18","1","0","18","0","0","0","851","1"
"2","18","1","0","18","0","0","0","851","2"
"6","18","1","0","18","0","0","0","283","6"
"1","18","1","0","18","0","0","0","283","1"
"5","18","1","0","18","0","0","0","283","5"
"1","18","1","0","18","0","0","0","284","1"
"6","17","1","0","17","0","0","0","851","6"
"5","18","1","0","18","0","0","0","283","5"
"5","18","1","0","18","0","0","0","851","5"
"1","18","1","0","18","0","0","0","283","1"
"6","18","1","0","18","0","0","0","850","6"
"6","18","1","0","18","0","0","0","851","6"
"6","18","1","0","18","0","0","0","851","6"
"6","18","1","0","18","0","0","0","283","6"
"7","18","1","0","18","0","0","0","851","7"
"5","18","1","0","18","0","0","0","283","5"
"5","18","1","0","18","0","0","0","283","5"
"1","18","1","0","18","0","0","0","851","1"
"1","18","1","0","18","0","0","0","851","1"
"4","18","1","0","18","0","0","0","283","4"
"4","18","1","0","18","0","0","0","283","4"
"1","18","1","0","18","0","0","0","283","1"
"5","18","1","0","18","0","0","0","283","5"
"6","18","1","0","18","0","0","0","283","6"
"5","18","1","0","18","0","0","0","283","5"
"5","18","1","0","18","0","0","0","283","5"
"1","18","1","0","18","0","0","0","283","1"
"1","18","1","0","18","0","0","0","283","1"
"6","18","1","0","18","0","0","0","851","6"
"5","18","1","0","18","0","0","0","283","5"
"6","18","1","0","18","0","0","0","851","6"
"1","18","1","0","18","0","0","0","283","1"
"1","18","1","0","18","0","0","0","851","1"
"3","18","1","0","18","0","0","0","283","3"
"6","18","1","0","18","0","0","0","851","6"
"1","18","1","0","18","0","0","0","851","1"
"5","18","1","0","18","0","0","0","851","5"
"6","18","1","0","18","0","0","0","851","6"
"5","18","1","0","18","0","0","0","283","5"
"5","17","1","0","17","0","0","0","851","5"
"4","18","1","0","18","0","0","0","850","4"
"4","18","1","0","18","0","0","0","283","4"
"3","18","1","0","18","0","0","0","283","3"
"7","21","1","0","21","0","0","0","851","7"
"5","18","1","0","18","0","0","0","851","5"
"6","17","1","0","17","0","0","0","283","6"
"4","18","1","0","18","0","0","0","283","4"
"3","18","1","0","18","0","0","0","283","3"
"6","18","1","0","18","0","0","0","851","6"
"6","17","1","0","17","0","0","0","851","6"
"1","18","1","0","18","0","0","0","283","1"
"1","18","1","0","18","0","0","0","283","1"
"3","18","1","0","18","0","0","0","851","3"
"5","17","1","0","17","0","0","0","851","5"
"5","17","1","0","17","0","0","0","283","5"
"6","18","1","0","18","0","0","0","851","6"
"5","18","1","0","18","0","0","0","851","5"
"5","18","1","0","18","0","0","0","284","5"
"6","18","1","0","18","0","0","0","283","6"
"6","18","1","0","18","0","0","0","283","6"
"6","18","1","0","18","0","0","0","851","6"
"6","17","1","0","17","0","0","0","283","6"
"1","18","1","0","18","0","0","0","851","1"
"6","18","1","0","18","0","0","0","283","6"
"6","18","1","0","18","0","0","0","850","6"
"7","18","1","0","18","0","0","0","283","7"
"5","17","1","0","17","0","0","0","851","5"
"5","18","1","0","18","0","0","0","283","5"
"6","18","1","0","18","0","0","0","850","6"
"1","18","1","0","18","0","0","0","283","1"
"3","18","1","0","18","0","0","0","283","3"
"6","18","1","0","18","0","0","0","283","6"
"6","18","1","0","18","0","0","0","851","6"
"5","18","1","0","18","0","0","0","851","5"
"1","18","1","0","18","0","0","0","851","1"
"1","17","1","0","17","0","0","0","283","1"
"1","18","1","0","18","0","0","0","851","1"
"6","18","1","0","18","0","0","0","851","6"
"6","18","1","0","18","0","0","0","283","6"
"6","18","1","0","18","0","0","0","850","6"
"2","18","1","0","18","0","0","0","283","2"
"5","18","1","0","18","0","0","0","283","5"
"2","18","1","0","18","0","0","0","283","2"
"1","18","1","0","18","0","0","0","851","1"
"6","18","1","0","18","0","0","0","283","6"
"6","17","1","0","17","0","0","0","851","6"
"1","18","1","0","18","0","0","0","851","1"
"8","18","1","0","18","0","0","0","283","8"
"5","18","1","0","18","0","0","0","851","5"
"6","18","1","0","18","0","0","0","850","6"
"4","18","1","0","18","0","0","0","851","4"
"6","18","1","0","18","0","0","0","283","6"
"5","18","1","0","18","0","0","0","283","5"
"1","18","1","0","18","0","0","0","851","1"
"5","18","1","0","18","0","0","0","283","5"
"1","18","1","0","18","0","0","0","851","1"
"1","18","1","0","18","0","0","0","851","1"
"1","18","1","0","18","0","0","0","851","1"
"1","18","1","0","18","0","0","0","851","1"
"6","18","1","0","18","0","0","0","851","6"
"4","18","1","0","18","0","0","0","851","4"
"1","18","1","0","18","0","0","0","851","1"
"4","18","1","0","18","0","0","0","283","4"
"6","17","1","0","17","0","0","0","283","6"
"1","17","1","0","17","0","0","0","851","1"
"6","18","1","0","18","0","0","0","283","6"
"5","18","1","0","18","0","0","0","851","5"
"6","17","1","0","17","0","0","0","851","6"
"1","18","1","0","18","0","0","0","283","1"
"4","18","1","0","18","0","0","0","283","4"
"6","17","1","0","17","0","0","0","851","6"
"4","18","1","0","18","0","0","0","851","4"
"2","18","1","0","18","0","0","0","283","2"
"6","18","1","0","18","0","0","0","283","6"
"6","18","1","0","18","0","0","0","283","6"
"4","18","1","0","18","0","0","0","851","4"
"6","21","1","0","21","0","0","0","283","6"
"1","18","1","0","18","0","0","0","851","1"
"5","18","1","0","18","0","0","0","851","5"
"5","18","1","0","18","0","0","0","851","5"
"5","18","1","0","18","0","0","0","851","5"
"1","18","1","0","18","0","0","0","283","1"
"3","17","1","0","17","0","0","0","851","3"
"1","18","1","0","18","0","0","0","283","1"
"5","18","1","0","18","0","0","0","283","5"
"1","18","1","0","18","0","0","0","283","1"
"5","18","1","0","18","0","0","0","283","5"
"1","18","1","0","18","0","0","0","851","1"
"6","18","1","0","18","0","0","0","851","6"
"1","18","1","0","18","0","0","0","283","1"
"2","18","1","0","18","0","0","0","283","2"
"6","17","1","0","17","0","0","0","851","6"
"6","17","1","0","17","0","0","0","851","6"
"6","18","1","0","18","0","0","0","283","6"
"1","18","1","0","18","0","0","0","851","1"
"6","18","1","0","18","0","0","0","851","6"
"5","18","1","0","18","0","0","0","851","5"
"6","18","1","0","18","0","0","0","851","6"
"9","17","1","0","17","0","0","0","283","9"
"5","18","1","0","18","0","0","0","851","5"
"6","18","1","0","18","0","0","0","850","6"
"1","18","1","0","18","0","0","0","283","1"
"4","18","1","0","18","0","0","0","851","4"
"5","17","1","0","17","0","0","0","283","5"
"3","18","1","0","18","0","0","0","283","3"
"4","18","1","0","18","0","0","0","283","4"
"6","17","1","0","17","0","0","0","851","6"
"5","18","1","0","18","0","0","0","851","5"
"6","18","1","0","18","0","0","0","283","6"
"6","18","1","0","18","0","0","0","283","6"
"3","18","1","0","18","0","0","0","283","3"
"1","18","1","0","18","0","0","0","851","1"
"5","18","1","0","18","0","0","0","283","5"
"5","18","1","0","18","0","0","0","283","5"
"6","18","1","0","18","0","0","0","283","6"
"5","18","1","0","18","0","0","0","851","5"
"5","18","1","0","18","0","0","0","283","5"
"5","18","1","0","18","0","0","0","851","5"
"6","18","1","0","18","0","0","0","851","6"
"5","18","1","0","18","0","0","0","283","5"
"2","18","1","0","18","0","0","0","852","2"
"5","17","1","0","17","0","0","0","851","5"
"2","17","1","0","17","0","0","0","284","2"
"6","17","1","0","17","0","0","0","851","6"
"2","18","1","0","18","0","0","0","851","2"
"6","18","1","0","18","0","0","0","851","6"
"5","18","1","0","18","0","0","0","283","5"
"7","18","1","0","18","0","0","0","283","7"
"4","18","1","0","18","0","0","0","851","4"
"6","17","1","0","17","0","0","0","283","6"
"5","18","1","0","18","0","0","0","283","5"
"5","17","1","0","17","0","0","0","283","5"
"5","17","1","0","17","0","0","0","283","5"
"5","18","1","0","18","0","0","0","852","5"
"6","17","1","0","17","0","0","0","283","6"
"4","18","1","0","18","0","0","0","851","4"
