"AverageJitterInMsAvg","RoundTripLatencyMaxInMs","Packetssentcount","PacketLossRateMax","RoundTripLatencyAvgInMs","PacketLossRateAvg","PacketReorderRatioAvg","PacketReorderRatioMax","Packetssentsum","AverageJitterInMsMax"
"7","28","1","0","28","0","0","0","283","7"
"8","28","1","0","28","0","0","0","851","8"
"9","28","1","0","28","0","0","0","283","9"
"10","30","1","0","30","0","0","0","851","10"
"5","23","1","0","23","0","0","0","851","5"
"4","28","1","0","28","0","0","0","851","4"
"7","28","1","0","28","0","0","0","850","7"
"7","24","1","0","24","0","0","0","283","7"
"4","28","1","0","28","0","0","0","283","4"
"7","22","1","0","22","0","0","0","851","7"
"7","28","1","0","28","0","0","0","850","7"
"3","27","1","0","27","0","0","0","851","3"
"9","28","1","0","28","0","0","0","851","9"
"8","23","1","0","23","0","0","0","283","8"
"5","30","1","0","30","0","0","0","283","5"
"2","28","1","0","28","0","0","0","851","2"
"3","24","1","0","24","0","0","0","851","3"
"5","24","1","0","24","0","0","0","851","5"
"4","30","1","0","30","0","0","0","283","4"
"8","24","1","0","24","0","0","0","851","8"
"9","26","1","0","26","0","0","0","851","9"
"5","24","1","0","24","0","0","0","851","5"
"6","24","1","0","24","0","0","0","851","6"
"6","23","1","0","23","0","0","0","284","6"
"7","28","1","0","28","0","0","0","283","7"
"8","30","1","0","30","0","0","0","283","8"
"5","26","1","0","26","0","0","0","851","5"
"7","24","1","0","24","0","0","0","851","7"
"8","30","1","0","30","0","0","0","283","8"
"4","29","1","0","29","0","0","0","283","4"
"5","28","1","0","28","0","0","0","851","5"
"9","24","1","0","24","0","0","0","283","9"
"7","24","1","0","24","0","0","0","851","7"
"7","28","1","0","28","0","0","0","851","7"
"6","28","1","0","28","0","0","0","283","6"
"17","28","1","0","28","0","0","0","283","17"
"3","25","1","0","25","0","0","0","283","3"
"5","26","1","0","26","0","0","0","283","5"
"4","30","1","0","30","0","0","0","851","4"
"161","128","1","0","128","0","0","0","283","161"
"134","51","1","0","51","0","0","0","283","134"
"163","38","1","0","38","0","0","0","851","163"
"117","32","1","0","32","0","0","0","283","117"
"10","33","1","0","33","0","0","0","851","10"
"11","32","1","0","32","0","0","0","283","11"
"42","28","1","0","28","0","0","0","283","42"
"92","36","1","0","36","0","0","0","283","92"
"52","40","1","0","40","0","0","0","851","52"
"46","34","1","0","34","0","0","0","850","46"
"14","28","1","0","28","0","0","0","851","14"
"214","121","1","0","121","0","0","0","283","214"
"38","24","1","0","24","0","0","0","851","38"
"10","28","1","0","28","0","0","0","851","10"
"6","28","1","0","28","0","0","0","851","6"
"24","30","1","0","30","0","0","0","283","24"
"6","29","1","0","29","0","0","0","283","6"
"10","24","1","0","24","0","0","0","283","10"
"8","28","1","0","28","0","0","0","284","8"
"9","24","1","0","24","0","0","0","283","9"
"5","26","1","0","26","0","0","0","283","5"
"8","26","1","0","26","0","0","0","283","8"
"8","24","1","0","24","0","0","0","283","8"
"5","28","1","0","28","0","0","0","851","5"
"4","30","1","0","30","0","0","0","851","4"
"0","0","0","0","0","0","0","0","0","0"
"8","28","1","0","28","0","0","0","850","8"
"7","24","1","0","24","0","0","0","851","7"
"8","24","1","0","24","0","0","0","851","8"
"5","28","1","0","28","0","0","0","283","5"
"5","30","1","0","30","0","0","0","852","5"
"8","25","1","0","25","0","0","0","851","8"
"6","28","1","0","28","0","0","0","284","6"
"9","24","1","0","24","0","0","0","851","9"
"7","24","1","0","24","0","0","0","851","7"
"3","28","1","0","28","0","0","0","851","3"
"0","0","0","0","0","0","0","0","0","0"
"8","30","1","0","30","0","0","0","283","8"
"5","28","1","0","28","0","0","0","851","5"
"5","28","1","0","28","0","0","0","851","5"
"5","28","1","0","28","0","0","0","850","5"
"4","28","1","0","28","0","0","0","283","4"
"4","24","1","0","24","0","0","0","851","4"
"4","28","1","0","28","0","0","0","851","4"
"5","23","1","0","23","0","0","0","283","5"
"6","23","1","0","23","0","0","0","283","6"
"3","28","1","0","28","0","0","0","283","3"
"7","24","1","0","24","0","0","0","283","7"
"5","22","1","0","22","0","0","0","851","5"
"0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0"
"7","24","1","0","24","0","0","0","851","7"
"5","30","1","0","30","0","0","0","283","5"
"9","28","1","0","28","0","0","0","851","9"
"8","23","1","0","23","0","0","0","851","8"
"3","24","1","0","24","0","0","0","283","3"
"7","31","1","0","31","0","0","0","283","7"
"6","28","1","0","28","0","0","0","283","6"
"5","28","1","0","28","0","0","0","851","5"
"0","0","0","0","0","0","0","0","0","0"
"2","28","1","0","28","0","0","0","851","2"
"2","26","1","0","26","0","0","0","283","2"
"7","24","1","0","24","0","0","0","851","7"
"6","24","1","0","24","0","0","0","851","6"
"7","24","1","0","24","0","0","0","283","7"
"5","23","1","0","23","0","0","0","851","5"
"7","30","1","0","30","0","0","0","851","7"
"3","27","1","0","27","0","0","0","283","3"
"7","25","1","0","25","0","0","0","283","7"
"7","23","1","0","23","0","0","0","851","7"
"5","25","1","0","25","0","0","0","283","5"
"5","28","1","0","28","0","0","0","283","5"
"19","29","1","0","29","0","0","0","283","19"
"8","28","1","0","28","0","0","0","851","8"
"7","25","1","0","25","0","0","0","851","7"
"4","26","1","0","26","0","0","0","283","4"
"6","25","1","0","25","0","0","0","851","6"
"3","32","1","0","32","0","0","0","283","3"
"6","30","1","0","30","0","0","0","283","6"
"7","23","1","0","23","0","0","0","852","7"
"9","23","1","0","23","0","0","0","283","9"
"6","30","1","0","30","0","0","0","283","6"
"5","28","1","0","28","0","0","0","283","5"
"5","28","1","0","28","0","0","0","851","5"
"5","23","1","0","23","0","0","0","283","5"
"2","23","1","0","23","0","0","0","283","2"
"6","24","1","0","24","0","0","0","851","6"
"8","23","1","0","23","0","0","0","283","8"
"3","25","1","0","25","0","0","0","283","3"
"8","28","1","0","28","0","0","0","851","8"
"6","24","1","0","24","0","0","0","851","6"
"7","28","1","0","28","0","0","0","851","7"
"6","26","1","0","26","0","0","0","851","6"
"7","31","1","0","31","0","0","0","850","7"
"2","28","1","0","28","0","0","0","283","2"
"3","30","1","0","30","0","0","0","283","3"
"5","30","1","0","30","0","0","0","851","5"
"5","28","1","0","28","0","0","0","851","5"
"6","32","1","0","32","0","0","0","850","6"
"6","28","1","0","28","0","0","0","851","6"
"6","30","1","0","30","0","0","0","851","6"
"0","0","0","0","0","0","0","0","0","0"
"2","30","1","0","30","0","0","0","851","2"
"0","0","0","0","0","0","0","0","0","0"
"6","28","1","0","28","0","0","0","851","6"
"4","28","1","0","28","0","0","0","283","4"
"5","28","1","0","28","0","0","0","283","5"
"2","23","1","0","23","0","0","0","283","2"
"4","28","1","0","28","0","0","0","851","4"
"4","23","1","0","23","0","0","0","851","4"
"3","25","1","0","25","0","0","0","851","3"
"4","28","1","0","28","0","0","0","283","4"
"4","23","1","0","23","0","0","0","851","4"
"8","30","1","0","30","0","0","0","851","8"
"0","0","0","0","0","0","0","0","0","0"
"5","23","1","0","23","0","0","0","283","5"
"4","30","1","0","30","0","0","0","851","4"
"6","28","1","0","28","0","0","0","283","6"
"2","28","1","0","28","0","0","0","850","2"
"7","24","1","0","24","0","0","0","283","7"
"6","28","1","0","28","0","0","0","283","6"
"7","28","1","0","28","0","0","0","283","7"
"2","26","1","0","26","0","0","0","283","2"
"6","30","1","0","30","0","0","0","283","6"
"6","22","1","0","22","0","0","0","283","6"
"5","25","1","0","25","0","0","0","283","5"
"2","28","1","0","28","0","0","0","851","2"
"4","28","1","0","28","0","0","0","851","4"
"7","30","1","0","30","0","0","0","283","7"
"2","30","1","0","30","0","0","0","851","2"
"0","0","0","0","0","0","0","0","0","0"
"7","28","1","0","28","0","0","0","851","7"
"3","28","1","0","28","0","0","0","851","3"
"12","28","1","0","28","0","0","0","283","12"
"2","23","1","0","23","0","0","0","283","2"
"5","28","1","0","28","0","0","0","283","5"
"7","28","1","0","28","0","0","0","851","7"
"6","24","1","0","24","0","0","0","283","6"
"7","28","1","0","28","0","0","0","851","7"
"7","22","1","0","22","0","0","0","283","7"
"7","28","1","0","28","0","0","0","283","7"
"0","0","0","0","0","0","0","0","0","0"
"3","27","1","0","27","0","0","0","283","3"
"8","28","1","0","28","0","0","0","283","8"
"6","25","1","0","25","0","0","0","851","6"
"7","28","1","0","28","0","0","0","283","7"
"0","0","0","0","0","0","0","0","0","0"
"5","30","1","0","30","0","0","0","283","5"
"11","24","1","0","24","0","0","0","850","11"
"7","24","1","0","24","0","0","0","851","7"
"8","23","1","0","23","0","0","0","283","8"
"7","23","1","0","23","0","0","0","283","7"
"6","28","1","0","28","0","0","0","851","6"
"0","0","0","0","0","0","0","0","0","0"
"3","28","1","0","28","0","0","0","283","3"
"2","24","1","0","24","0","0","0","283","2"
"9","28","1","0","28","0","0","0","851","9"
"5","28","1","0","28","0","0","0","283","5"
"6","28","1","0","28","0","0","0","283","6"
"5","24","1","0","24","0","0","0","283","5"
"7","24","1","0","24","0","0","0","851","7"
"5","24","1","0","24","0","0","0","283","5"
"7","24","1","0","24","0","0","0","283","7"
"15","28","1","0","28","0","0","0","283","15"
"8","24","1","0","24","0","0","0","851","8"
"9","26","1","0","26","0","0","0","851","9"
"3","28","1","0","28","0","0","0","283","3"
"4","26","1","0","26","0","0","0","851","4"
"0","0","0","0","0","0","0","0","0","0"
"8","30","1","0","30","0","0","0","283","8"
"5","28","1","0","28","0","0","0","851","5"
"12","25","1","0","25","0","0","0","851","12"
"7","28","1","0","28","0","0","0","851","7"
"7","26","1","0","26","0","0","0","851","7"
"7","28","1","0","28","0","0","0","283","7"
"11","24","1","0","24","0","0","0","851","11"
"17","28","1","0","28","0","0","0","283","17"
"7","30","1","0","30","0","0","0","851","7"
"8","30","1","0","30","0","0","0","851","8"
"8","24","1","0","24","0","0","0","851","8"
"6","24","1","0","24","0","0","0","851","6"
"3","24","1","0","24","0","0","0","283","3"
"9","24","1","0","24","0","0","0","851","9"
"2","32","1","0","32","0","0","0","851","2"
"0","0","0","0","0","0","0","0","0","0"
"21","25","1","0","25","0","0","0","283","21"
"0","0","0","0","0","0","0","0","0","0"
"6","28","1","0","28","0","0","0","283","6"
"8","24","1","0","24","0","0","0","850","8"
"7","22","1","0","22","0","0","0","851","7"
"0","0","0","0","0","0","0","0","0","0"
"8","28","1","0","28","0","0","0","283","8"
"14","28","1","0","28","0","0","0","283","14"
"5","24","1","0","24","0","0","0","283","5"
"6","28","1","0","28","0","0","0","283","6"
"0","0","0","0","0","0","0","0","0","0"
"3","32","1","0","32","0","0","0","851","3"
"9","24","1","0","24","0","0","0","284","9"
"7","23","1","0","23","0","0","0","851","7"
"7","30","1","0","30","0","0","0","283","7"
"3","22","1","0","22","0","0","0","851","3"
"8","28","1","0","28","0","0","0","851","8"
"2","28","1","0","28","0","0","0","283","2"
"6","30","1","0","30","0","0","0","851","6"
"3","25","1","0","25","0","0","0","283","3"
"7","30","1","0","30","0","0","0","283","7"
"4","24","1","0","24","0","0","0","851","4"
"8","24","1","0","24","0","0","0","851","8"
"3","28","1","0","28","0","0","0","283","3"
"8","24","1","0","24","0","0","0","283","8"
"8","28","1","0","28","0","0","0","283","8"
"2","30","1","0","30","0","0","0","851","2"
"7","30","1","0","30","0","0","0","851","7"
"7","22","1","0","22","0","0","0","851","7"
"5","28","1","0","28","0","0","0","283","5"
"7","23","1","0","23","0","0","0","283","7"
"3","30","1","0","30","0","0","0","283","3"
"9","24","1","0","24","0","0","0","283","9"
"6","28","1","0","28","0","0","0","851","6"
"7","28","1","0","28","0","0","0","851","7"
"7","24","1","0","24","0","0","0","851","7"
"6","28","1","0","28","0","0","0","851","6"
"7","24","1","0","24","0","0","0","850","7"
"6","23","1","0","23","0","0","0","283","6"
"8","23","1","0","23","0","0","0","851","8"
"7","23","1","0","23","0","0","0","851","7"
"7","24","1","0","24","0","0","0","283","7"
"2","24","1","0","24","0","0","0","851","2"
"7","24","1","0","24","0","0","0","283","7"
"5","23","1","0","23","0","0","0","283","5"
"6","28","1","0","28","0","0","0","283","6"
"8","24","1","0","24","0","0","0","851","8"
"5","28","1","0","28","0","0","0","283","5"
"7","28","1","0","28","0","0","0","851","7"
"3","24","1","0","24","0","0","0","851","3"
"3","28","1","0","28","0","0","0","851","3"
"5","24","1","0","24","0","0","0","851","5"
"8","24","1","0","24","0","0","0","851","8"
"5","30","1","0","30","0","0","0","283","5"
"4","26","1","0","26","0","0","0","283","4"
"6","24","1","0","24","0","0","0","283","6"
"5","23","1","0","23","0","0","0","283","5"
"5","28","1","0","28","0","0","0","284","5"
"7","28","1","0","28","0","0","0","851","7"
"4","22","1","0","22","0","0","0","283","4"
"5","23","1","0","23","0","0","0","283","5"
"3","28","1","0","28","0","0","0","283","3"
"4","28","1","0","28","0","0","0","283","4"
"7","25","1","0","25","0","0","0","283","7"
"8","23","1","0","23","0","0","0","850","8"
"8","28","1","0","28","0","0","0","284","8"
"7","24","1","0","24","0","0","0","851","7"
"8","24","1","0","24","0","0","0","283","8"
"0","0","0","0","0","0","0","0","0","0"
"6","23","1","0","23","0","0","0","851","6"
"7","25","1","0","25","0","0","0","283","7"
"0","0","0","0","0","0","0","0","0","0"
"4","30","1","0","30","0","0","0","283","4"
"0","0","0","0","0","0","0","0","0","0"
"2","30","1","0","30","0","0","0","283","2"
"5","25","1","0","25","0","0","0","283","5"
"8","30","1","0","30","0","0","0","851","8"
"5","28","1","0","28","0","0","0","283","5"
"7","23","1","0","23","0","0","0","851","7"
"0","0","0","0","0","0","0","0","0","0"
"6","28","1","0","28","0","0","0","851","6"
"9","23","1","0","23","0","0","0","283","9"
"3","30","1","0","30","0","0","0","283","3"
"7","26","1","0","26","0","0","0","851","7"
"4","23","1","0","23","0","0","0","283","4"
"0","0","0","0","0","0","0","0","0","0"
"7","32","1","0","32","0","0","0","283","7"
"4","23","1","0","23","0","0","0","283","4"
"0","0","0","0","0","0","0","0","0","0"
"8","30","1","0","30","0","0","0","283","8"
"2","31","1","0","31","0","0","0","283","2"
"5","24","1","0","24","0","0","0","283","5"
"0","0","0","0","0","0","0","0","0","0"
"3","22","1","0","22","0","0","0","851","3"
"9","24","1","0","24","0","0","0","283","9"
"7","30","1","0","30","0","0","0","283","7"
"7","25","1","0","25","0","0","0","283","7"
"8","28","1","0","28","0","0","0","850","8"
"7","23","1","0","23","0","0","0","851","7"
"3","25","1","0","25","0","0","0","851","3"
"6","25","1","0","25","0","0","0","283","6"
"4","30","1","0","30","0","0","0","851","4"
"7","28","1","0","28","0","0","0","283","7"
"7","28","1","0","28","0","0","0","851","7"
"7","24","1","0","24","0","0","0","851","7"
"3","28","1","0","28","0","0","0","851","3"
"8","30","1","0","30","0","0","0","283","8"
"9","28","1","0","28","0","0","0","851","9"
"3","28","1","0","28","0","0","0","851","3"
"5","28","1","0","28","0","0","0","283","5"
"6","34","1","0","34","0","0","0","283","6"
"1","28","1","0","28","0","0","0","283","1"
"7","23","1","0","23","0","0","0","283","7"
"7","30","1","0","30","0","0","0","283","7"
"0","0","0","0","0","0","0","0","0","0"
"7","28","1","0","28","0","0","0","851","7"
"7","23","1","0","23","0","0","0","283","7"
"7","22","1","0","22","0","0","0","851","7"
"6","23","1","0","23","0","0","0","283","6"
"0","0","0","0","0","0","0","0","0","0"
"7","23","1","0","23","0","0","0","283","7"
"3","28","1","0","28","0","0","0","851","3"
"7","23","1","0","23","0","0","0","283","7"
"5","28","1","0","28","0","0","0","851","5"
"0","0","0","0","0","0","0","0","0","0"
"8","26","1","0","26","0","0","0","851","8"
"8","30","1","0","30","0","0","0","851","8"
"2","28","1","0","28","0","0","0","851","2"
"2","28","1","0","28","0","0","0","851","2"
"3","28","1","0","28","0","0","0","851","3"
"3","28","1","0","28","0","0","0","283","3"
"7","28","1","0","28","0","0","0","850","7"
"2","30","1","0","30","0","0","0","283","2"
"3","25","1","0","25","0","0","0","283","3"
"3","28","1","0","28","0","0","0","851","3"
"0","0","0","0","0","0","0","0","0","0"
"5","26","1","0","26","0","0","0","283","5"
"0","0","0","0","0","0","0","0","0","0"
"6","23","1","0","23","0","0","0","283","6"
"3","24","1","0","24","0","0","0","851","3"
"5","23","1","0","23","0","0","0","851","5"
"2","22","1","0","22","0","0","0","283","2"
"6","28","1","0","28","0","0","0","850","6"
"2","28","1","0","28","0","0","0","283","2"
"7","28","1","0","28","0","0","0","283","7"
"6","28","1","0","28","0","0","0","851","6"
"8","25","1","0","25","0","0","0","283","8"
"6","23","1","0","23","0","0","0","851","6"
"7","28","1","0","28","0","0","0","283","7"
"7","24","1","0","24","0","0","0","851","7"
"7","28","1","0","28","0","0","0","283","7"
"3","23","1","0","23","0","0","0","851","3"
"4","28","1","0","28","0","0","0","851","4"
"0","0","0","0","0","0","0","0","0","0"
"3","24","1","0","24","0","0","0","851","3"
"7","28","1","0","28","0","0","0","283","7"
"15","26","1","0","26","0","0","0","283","15"
"6","26","1","0","26","0","0","0","283","6"
"6","24","1","0","24","0","0","0","283","6"
"7","30","1","0","30","0","0","0","851","7"
"7","29","1","0","29","0","0","0","283","7"
"7","23","1","0","23","0","0","0","283","7"
"0","0","0","0","0","0","0","0","0","0"
"2","23","1","0","23","0","0","0","851","2"
"3","30","1","0","30","0","0","0","851","3"
"7","24","1","0","24","0","0","0","850","7"
"6","29","1","0","29","0","0","0","283","6"
"8","25","1","0","25","0","0","0","851","8"
"7","31","1","0","31","0","0","0","284","7"
"7","28","1","0","28","0","0","0","851","7"
"3","30","1","0","30","0","0","0","283","3"
"7","28","1","0","28","0","0","0","851","7"
"2","28","1","0","28","0","0","0","283","2"
"6","28","1","0","28","0","0","0","851","6"
"3","28","1","0","28","0","0","0","283","3"
"0","0","0","0","0","0","0","0","0","0"
"3","28","1","0","28","0","0","0","851","3"
"2","28","1","0","28","0","0","0","851","2"
"7","23","1","0","23","0","0","0","283","7"
"7","28","1","0","28","0","0","0","283","7"
"6","28","1","0","28","0","0","0","851","6"
"6","24","1","0","24","0","0","0","283","6"
"5","23","1","0","23","0","0","0","851","5"
"7","28","1","0","28","0","0","0","283","7"
"6","30","1","0","30","0","0","0","283","6"
"8","30","1","0","30","0","0","0","283","8"
"6","30","1","0","30","0","0","0","283","6"
"6","28","1","0","28","0","0","0","283","6"
"3","24","1","0","24","0","0","0","851","3"
"0","0","0","0","0","0","0","0","0","0"
"7","24","1","0","24","0","0","0","851","7"
"6","25","1","0","25","0","0","0","283","6"
"2","24","1","0","24","0","0","0","283","2"
"6","28","1","0","28","0","0","0","851","6"
"7","28","1","0","28","0","0","0","283","7"
"0","0","0","0","0","0","0","0","0","0"
"2","30","1","0","30","0","0","0","851","2"
"4","24","1","0","24","0","0","0","851","4"
"8","25","1","0","25","0","0","0","283","8"
"8","28","1","0","28","0","0","0","283","8"
"7","24","1","0","24","0","0","0","851","7"
"7","24","1","0","24","0","0","0","283","7"
"8","32","1","0","32","0","0","0","283","8"
"7","29","1","0","29","0","0","0","851","7"
"6","28","1","0","28","0","0","0","283","6"
"0","0","0","0","0","0","0","0","0","0"
"6","24","1","0","24","0","0","0","283","6"
"4","30","1","0","30","0","0","0","851","4"
"6","29","1","0","29","0","0","0","283","6"
"3","28","1","0","28","0","0","0","851","3"
"7","23","1","0","23","0","0","0","283","7"
"6","23","1","0","23","0","0","0","283","6"
"4","24","1","0","24","0","0","0","851","4"
"5","24","1","0","24","0","0","0","851","5"
"8","28","1","0","28","0","0","0","283","8"
"8","24","1","0","24","0","0","0","283","8"
"5","24","1","0","24","0","0","0","851","5"
"4","23","1","0","23","0","0","0","851","4"
"6","30","1","0","30","0","0","0","283","6"
"9","23","1","0","23","0","0","0","851","9"
"7","28","1","0","28","0","0","0","851","7"
"4","25","1","0","25","0","0","0","283","4"
"7","22","1","0","22","0","0","0","850","7"
"7","25","1","0","25","0","0","0","851","7"
"9","26","1","0","26","0","0","0","851","9"
"0","0","0","0","0","0","0","0","0","0"
"7","24","1","0","24","0","0","0","851","7"
"9","24","1","0","24","0","0","0","851","9"
"7","30","1","0","30","0","0","0","851","7"
"7","28","1","0","28","0","0","0","283","7"
"6","29","1","0","29","0","0","0","283","6"
"7","24","1","0","24","0","0","0","851","7"
"3","28","1","0","28","0","0","0","851","3"
"5","23","1","0","23","0","0","0","283","5"
"7","28","1","0","28","0","0","0","283","7"
"3","22","1","0","22","0","0","0","851","3"
"4","23","1","0","23","0","0","0","283","4"
"7","24","1","0","24","0","0","0","283","7"
"7","23","1","0","23","0","0","0","283","7"
"9","24","1","0","24","0","0","0","283","9"
"6","24","1","0","24","0","0","0","283","6"
"8","23","1","0","23","0","0","0","851","8"
"8","23","1","0","23","0","0","0","851","8"
"3","30","1","0","30","0","0","0","851","3"
"6","23","1","0","23","0","0","0","283","6"
"7","28","1","0","28","0","0","0","851","7"
"6","28","1","0","28","0","0","0","283","6"
"6","28","1","0","28","0","0","0","851","6"
"8","26","1","0","26","0","0","0","851","8"
"4","24","1","0","24","0","0","0","852","4"
"8","28","1","0","28","0","0","0","851","8"
"6","24","1","0","24","0","0","0","851","6"
"9","28","1","0","28","0","0","0","851","9"
"5","24","1","0","24","0","0","0","283","5"
"9","24","1","0","24","0","0","0","851","9"
"7","28","1","0","28","0","0","0","851","7"
"12","24","1","0","24","0","0","0","850","12"
"4","30","1","0","30","0","0","0","283","4"
"10","22","1","0","22","0","0","0","851","10"
"8","28","1","0","28","0","0","0","851","8"
"9","29","1","0","29","0","0","0","851","9"
"8","23","1","0","23","0","0","0","851","8"
"6","28","1","0","28","0","0","0","283","6"
"10","26","1","0","26","0","0","0","284","10"
"7","23","1","0","23","0","0","0","851","7"
"9","28","1","0","28","0","0","0","852","9"
"4","28","1","0","28","0","0","0","851","4"
"7","30","1","0","30","0","0","0","283","7"
"2","28","1","0","28","0","0","0","850","2"
"8","24","1","0","24","0","0","0","283","8"
"9","24","1","0","24","0","0","0","851","9"
"7","28","1","0","28","0","0","0","851","7"
"7","28","1","0","28","0","0","0","283","7"
"3","28","1","0","28","0","0","0","283","3"
"7","29","1","0","29","0","0","0","283","7"
"7","23","1","0","23","0","0","0","283","7"
"6","28","1","0","28","0","0","0","283","6"
"8","28","1","0","28","0","0","0","851","8"
"5","28","1","0","28","0","0","0","283","5"
"14","28","1","0","28","0","0","0","283","14"
"11","29","1","0","29","0","0","0","283","11"
"9","24","1","0","24","0","0","0","283","9"
"3","28","1","0","28","0","0","0","851","3"
"3","28","1","0","28","0","0","0","283","3"
"3","23","1","0","23","0","0","0","851","3"
"8","24","1","0","24","0","0","0","284","8"
"8","25","1","0","25","0","0","0","851","8"
"3","29","1","0","29","0","0","0","283","3"
"9","28","1","0","28","0","0","0","851","9"
"6","29","1","0","29","0","0","0","851","6"
"5","28","1","0","28","0","0","0","283","5"
"7","28","1","0","28","0","0","0","283","7"
"3","23","1","0","23","0","0","0","283","3"
"6","29","1","0","29","0","0","0","283","6"
"6","24","1","0","24","0","0","0","283","6"
"6","28","1","0","28","0","0","0","283","6"
"6","24","1","0","24","0","0","0","851","6"
"8","28","1","0","28","0","0","0","850","8"
"4","23","1","0","23","0","0","0","851","4"
"8","23","1","0","23","0","0","0","851","8"
"3","28","1","0","28","0","0","0","851","3"
"8","28","1","0","28","0","0","0","283","8"
"8","28","1","0","28","0","0","0","851","8"
"6","18","1","0","18","0","0","0","853","6"
"8","29","1","0","29","0","0","0","850","8"
"3","29","1","0","29","0","0","0","851","3"
"8","29","1","0","29","0","0","0","851","8"
"4","18","1","0","18","0","0","0","283","4"
"3","30","1","0","30","0","0","0","283","3"
"6","18","1","0","18","0","0","0","283","6"
"8","18","1","0","18","0","0","0","283","8"
"7","30","1","0","30","0","0","0","283","7"
"6","29","1","0","29","0","0","0","283","6"
"4","17","1","0","17","0","0","0","283","4"
"5","32","1","0","32","0","0","0","851","5"
"6","18","1","0","18","0","0","0","851","6"
"3","23","1","0","23","0","0","0","283","3"
"6","34","1","0","34","0","0","0","851","6"
"1","33","1","0","33","0","0","0","283","1"
"5","18","1","0","18","0","0","0","283","5"
"1","33","1","0","33","0","0","0","283","1"
"1","32","1","0","32","0","0","0","851","1"
"7","30","1","0","30","0","0","0","283","7"
"1","18","1","0","18","0","0","0","851","1"
"8","18","1","0","18","0","0","0","283","8"
"9","30","1","0","30","0","0","0","851","9"
"1","18","1","0","18","0","0","0","852","1"
"5","18","1","0","18","0","0","0","851","5"
"5","32","1","0","32","0","0","0","851","5"
"4","32","1","0","32","0","0","0","283","4"
"4","30","1","0","30","0","0","0","283","4"
"6","19","1","0","19","0","0","0","284","6"
"3","24","1","0","24","0","0","0","283","3"
"6","32","1","0","32","0","0","0","283","6"
"6","34","1","0","34","0","0","0","283","6"
"2","32","1","0","32","0","0","0","283","2"
"7","34","1","0","34","0","0","0","283","7"
"8","32","1","0","32","0","0","0","283","8"
"6","32","1","0","32","0","0","0","283","6"
"10","30","1","0","30","0","0","0","284","10"
"7","34","1","0","34","0","0","0","283","7"
"5","34","1","0","34","0","0","0","283","5"
"9","38","1","0","38","0","0","0","283","9"
"1","18","1","0","18","0","0","0","852","1"
"8","34","1","0","34","0","0","0","851","8"
"7","18","1","0","18","0","0","0","851","7"
"5","18","1","0","18","0","0","0","283","5"
"7","17","1","0","17","0","0","0","851","7"
"6","34","1","0","34","0","0","0","283","6"
"5","17","1","0","17","0","0","0","283","5"
"6","32","1","0","32","0","0","0","283","6"
"5","18","1","0","18","0","0","0","283","5"
"2","34","1","0","34","0","0","0","851","2"
"13","20","1","0","20","0","0","0","283","13"
"7","18","1","0","18","0","0","0","851","7"
"6","32","1","0","32","0","0","0","851","6"
"5","20","1","0","20","0","0","0","851","5"
"6","29","1","0","29","0","0","0","283","6"
"4","34","1","0","34","0","0","0","851","4"
"3","34","1","0","34","0","0","0","283","3"
"7","30","1","0","30","0","0","0","851","7"
"5","30","1","0","30","0","0","0","283","5"
"7","18","1","0","18","0","0","0","852","7"
"13","30","1","0","30","0","0","0","851","13"
"4","29","1","0","29","0","0","0","851","4"
"5","18","1","0","18","0","0","0","283","5"
"8","29","1","0","29","0","0","0","283","8"
"4","29","1","0","29","0","0","0","283","4"
"6","30","1","0","30","0","0","0","283","6"
"5","18","1","0","18","0","0","0","851","5"
"6","29","1","0","29","0","0","0","851","6"
"2","18","1","0","18","0","0","0","283","2"
"4","18","1","0","18","0","0","0","283","4"
"4","18","1","0","18","0","0","0","283","4"
"6","18","1","0","18","0","0","0","850","6"
"3","32","1","0","32","0","0","0","283","3"
"1","33","1","0","33","0","0","0","283","1"
"7","23","1","0","23","0","0","0","851","7"
"2","18","1","0","18","0","0","0","283","2"
"5","30","1","0","30","0","0","0","851","5"
"8","30","1","0","30","0","0","0","283","8"
"6","18","1","0","18","0","0","0","851","6"
"6","18","1","0","18","0","0","0","283","6"
"6","29","1","0","29","0","0","0","283","6"
"5","30","1","0","30","0","0","0","283","5"
"6","18","1","0","18","0","0","0","851","6"
"8","29","1","0","29","0","0","0","850","8"
"1","18","1","0","18","0","0","0","851","1"
"6","18","1","0","18","0","0","0","851","6"
"7","24","1","0","24","0","0","0","851","7"
"8","30","1","0","30","0","0","0","283","8"
"3","29","1","0","29","0","0","0","851","3"
"1","18","1","0","18","0","0","0","851","1"
"5","17","1","0","17","0","0","0","283","5"
"6","18","1","0","18","0","0","0","284","6"
"6","18","1","0","18","0","0","0","850","6"
"7","29","1","0","29","0","0","0","851","7"
"6","30","1","0","30","0","0","0","283","6"
"1","18","1","0","18","0","0","0","851","1"
"1","18","1","0","18","0","0","0","851","1"
"6","18","1","0","18","0","0","0","851","6"
"2","18","1","0","18","0","0","0","851","2"
"4","18","1","0","18","0","0","0","283","4"
"2","18","1","0","18","0","0","0","283","2"
"5","23","1","0","23","0","0","0","283","5"
"5","17","1","0","17","0","0","0","851","5"
