"CallStartTime","PacketLossRate","RoundTripLatencyInMs","PacketsSent","PacketsReceived","AverageJitterInMs","PacketReorderRatio"
"10.12.2018 12:22:07","0,00235571260306243","18,5","849","847","6,663918","0"
"10.12.2018 12:22:30","0,00117785630153121","18,5","849","848","6,531403","0"
"10.12.2018 12:22:57","0,00117785630153121","19","849","848","7,67685","0"
"10.12.2018 12:23:24","0,00117785630153121","18,5","849","848","6,6877","0"
"10.12.2018 12:23:51","0,00117785630153121","19,5","849","848","7,670803","0"
"10.12.2018 12:24:18","0,0094228504122497","202","849","841","162,8047","0"
"10.12.2018 12:24:45","0,0129564193168433","176,5","849","838","154,8034","0"
"10.12.2018 12:25:12","0,0094228504122497","203,5","849","841","153,394","0"
"10.12.2018 12:25:40","0,0141342756183746","206","849","837","160,6555","0"
"10.12.2018 12:26:08","0,016489988221437","200,5","849","835","195,065","0"
"10.12.2018 12:26:35","0,0117785630153121","196,5","849","839","171,5872","0"
"10.12.2018 12:27:02","0,0141342756183746","229,5","849","837","165,6612","0"
"10.12.2018 12:27:30","0,0094228504122497","198","849","841","175,8919","0"
"10.12.2018 12:27:57","0,00117785630153121","18,5","849","848","7,159585","0"
"10.12.2018 12:28:24","0,00117785630153121","18","849","848","7,937564","0"
"10.12.2018 12:28:50","0,00117785630153121","19","849","848","8,119426","0"
"10.12.2018 12:29:17","0,00117785630153121","18,5","849","848","7,354018","0"
"10.12.2018 12:29:43","0,00117785630153121","18","849","848","7,696424","0"
"10.12.2018 12:30:10","0,00117785630153121","18","849","848","6,910653","0"
"10.12.2018 12:30:36","0,00117785630153121","18","849","848","8,103047","0"
"10.12.2018 12:31:03","0,00117785630153121","20","849","848","6,416756","0"
"10.12.2018 12:31:29","0,00117785630153121","18,5","849","848","6,702794","0"
"10.12.2018 12:31:57","0,00117785630153121","18,5","849","848","6,27503","0"
"10.12.2018 12:32:23","0,00117785630153121","19","849","848","6,554847","0"
"10.12.2018 12:32:51","0,00117785630153121","17,5","849","848","6,635675","0"
"10.12.2018 12:33:18","0,00117785630153121","18","849","848","8,291578","0"
"10.12.2018 12:33:45","0,00117785630153121","17,5","849","848","8,069246","0"
"10.12.2018 12:34:08","0,00117785630153121","17","849","848","7,289357","0"
"10.12.2018 12:34:36","0,00117785630153121","19","849","848","15,4433","0"
"10.12.2018 12:35:02","0,00117785630153121","177,5","849","848","114,02","0"
"10.12.2018 12:35:30","0","19,5","848","848","20,75292","0"
"10.12.2018 12:35:56","0,00117785630153121","17,5","849","848","8,626596","0"
"10.12.2018 12:36:23","0,00117785630153121","22,5","849","848","20,88478","0"
"10.12.2018 12:36:49","0,00117785630153121","18,5","849","848","7,172216","0"
"10.12.2018 12:37:15","0,00117785630153121","19,5","849","848","8,276253","0"
"10.12.2018 12:37:42","0,00117785630153121","19,5","849","848","14,41707","0"
"10.12.2018 12:38:08","0,00117785630153121","18,5","849","848","9,456587","0"
"10.12.2018 12:38:36","0,00117785630153121","18","849","848","7,974328","0"
"10.12.2018 12:39:02","0,00117785630153121","17,5","849","848","6,551132","0"
"10.12.2018 12:39:29","0,00117785630153121","18,5","849","848","7,262402","0"
"10.12.2018 12:39:52","0,00117785630153121","19,5","849","848","6,44626","0"
"10.12.2018 12:40:19","0,00117785630153121","18,5","849","848","8,570084","0"
"10.12.2018 12:40:45","0,00117785630153121","19","849","848","7,42137","0"
"10.12.2018 12:41:12","0,00117785630153121","19","849","848","7,914057","0"
"10.12.2018 12:41:38","0,00117785630153121","17,5","849","848","7,032176","0"
"10.12.2018 12:42:04","0,00117785630153121","19,5","849","848","9,61561","0"
"10.12.2018 12:42:31","0,00117785630153121","21","849","848","14,19614","0"
"10.12.2018 12:42:57","0,00117785630153121","19","849","848","6,235796","0"
"10.12.2018 12:43:24","0,00117785630153121","20","849","848","8,673382","0"
"10.12.2018 12:43:50","0,00235571260306243","18,5","849","847","7,422493","0"
"10.12.2018 12:44:17","0,00117785630153121","19","849","848","7,11277","0"
"10.12.2018 12:44:44","0,00117785630153121","25,5","849","848","9,568543","0"
"10.12.2018 12:45:11","0,00117785630153121","23,5","849","848","7,292935","0"
"10.12.2018 12:45:34","0,00117785630153121","18,5","849","848","7,114998","0"
"10.12.2018 12:46:01","0,00235571260306243","20","849","847","11,20584","0"
"10.12.2018 12:46:28","0,00117785630153121","45","849","848","32,34154","0"
"10.12.2018 12:46:56","0,00117785630153121","18","849","848","6,468152","0"
"10.12.2018 12:47:23","0,00117785630153121","18,5","849","848","7,031911","0"
"10.12.2018 12:47:50","0,00117785630153121","18,5","849","848","6,705661","0"
"10.12.2018 12:48:16","0,00117785630153121","18","849","848","10,28114","0"
"10.12.2018 12:48:43","0,00117785630153121","19,5","849","848","6,453657","0"
"10.12.2018 12:49:09","0,00117785630153121","19,5","849","848","6,800804","0"
"10.12.2018 12:49:37","0,00117785630153121","19","849","848","7,197311","0"
"10.12.2018 12:50:03","0,00117785630153121","18,5","849","848","9,377983","0"
"10.12.2018 12:50:30","0,00117785630153121","21,5","849","848","8,860699","0"
"10.12.2018 12:50:56","0,00117785630153121","18,5","849","848","10,61895","0"
"10.12.2018 12:51:20","0,00117785630153121","23","849","848","12,951","0"
"10.12.2018 12:51:46","0,00117785630153121","19,5","849","848","6,787591","0"
"10.12.2018 12:52:13","0,00117785630153121","20","849","848","8,013775","0"
"10.12.2018 12:52:39","0,00117785630153121","24","849","848","7,610476","0"
"10.12.2018 12:53:06","0,00117785630153121","18","849","848","6,930627","0"
"10.12.2018 12:53:32","0,00117785630153121","18,5","849","848","7,08763","0"
"10.12.2018 12:53:59","0,00117785630153121","18,5","849","848","6,919287","0"
"10.12.2018 12:54:26","0,00117785630153121","18","849","848","7,253156","0"
"10.12.2018 12:54:53","0,00117785630153121","17,5","849","848","6,206777","0"
"10.12.2018 12:55:20","0,00117785630153121","19","849","848","7,397793","0"
"10.12.2018 12:55:46","0,00117785630153121","18","849","848","7,218326","0"
"10.12.2018 12:56:13","0,00117785630153121","18","849","848","6,872439","0"
"10.12.2018 12:56:39","0,00117785630153121","37,5","849","848","31,74718","0"
"10.12.2018 12:57:03","0,00117785630153121","19","849","848","8,843957","0"
"10.12.2018 12:57:29","0,00235571260306243","19,5","849","847","7,212453","0"
"10.12.2018 12:57:57","0,00117785630153121","19","849","848","7,073092","0"
"10.12.2018 12:58:24","0,00117785630153121","19,5","849","848","7,011188","0"
"10.12.2018 12:58:51","0,00117785630153121","19,5","849","848","6,124897","0"
"10.12.2018 12:59:17","0,00117785630153121","20","849","848","7,149908","0"
"10.12.2018 12:59:45","0,00117785630153121","18,5","849","848","10,04071","0"
"10.12.2018 13:00:12","0,00117785630153121","18,5","849","848","7,939003","0"
"10.12.2018 13:00:39","0,00117785630153121","19","849","848","7,923706","0"
"10.12.2018 13:01:05","0,00117785630153121","19,5","849","848","7,747066","0"
