"remoteudpport","minroundtrip","successrttcount","remoteip","answerreceived","averagertt","maxroundtrip"
"3478","19","5","13.107.8.2","True","29","52"
"3478","20","5","13.107.8.2","True","22","23"
"3478","19","5","13.107.8.2","True","22","28"
"3478","20","5","13.107.8.2","True","28","52"
"3478","19","5","13.107.8.2","True","22","28"
"3478","23","5","13.107.8.2","True","30","38"
"3478","19","5","13.107.8.2","True","25","31"
"3478","20","5","13.107.8.2","True","24","29"
"3478","20","5","13.107.8.2","True","20","21"
"3478","20","5","13.107.8.2","True","21","22"
"3478","21","5","13.107.8.2","True","21","22"
"3478","24","5","13.107.8.2","True","27","31"
"3478","19","5","13.107.8.2","True","20","22"
"3478","20","5","13.107.8.2","True","20","21"
"3478","20","5","13.107.8.2","True","26","48"
"3478","20","5","13.107.8.2","True","23","26"
"3478","22","5","13.107.8.2","True","24","27"
"3478","20","5","13.107.8.2","True","24","30"
"3478","19","5","13.107.8.2","True","21","23"
"3478","19","5","13.107.8.2","True","20","22"
"3478","21","5","13.107.8.2","True","25","32"
"3478","20","5","13.107.8.2","True","23","30"
"3478","20","5","13.107.8.2","True","22","24"
"3478","21","5","13.107.8.2","True","24","27"
"3478","20","5","13.107.8.2","True","22","24"
"3478","22","5","13.107.8.2","True","23","24"
"3478","20","5","13.107.8.2","True","21","24"
"3478","20","5","13.107.8.2","True","21","23"
"3478","19","5","13.107.8.2","True","22","25"
"3478","23","5","13.107.8.2","True","26","31"
"3478","20","5","13.107.8.2","True","33","80"
"3478","23","5","13.107.8.2","True","25","27"
"3478","19","5","13.107.8.2","True","22","25"
"3478","20","5","13.107.8.2","True","31","49"
"3478","20","5","13.107.8.2","True","22","25"
"3478","19","5","13.107.8.2","True","23","28"
"3478","22","5","13.107.8.2","True","27","35"
"3478","19","5","13.107.8.2","True","20","22"
"3478","20","5","13.107.8.2","True","22","24"
"3478","21","5","13.107.8.2","True","22","25"
"3478","19","5","13.107.8.2","True","23","33"
"3478","21","5","13.107.8.2","True","23","27"
"3478","24","5","13.107.8.2","True","26","31"
"3478","19","5","13.107.8.2","True","23","26"
"3478","21","5","13.107.8.2","True","22","26"
"3478","20","5","13.107.8.2","True","22","25"
"3478","20","5","13.107.8.2","True","23","26"
"3478","20","5","13.107.8.2","True","21","23"
"3478","23","5","13.107.8.2","True","32","50"
"3478","20","5","13.107.8.2","True","26","42"
"3478","20","5","13.107.8.2","True","21","23"
"3478","21","5","13.107.8.2","True","26","35"
"3478","20","5","13.107.8.2","True","32","72"
"3478","19","5","13.107.8.2","True","24","27"
"3478","20","5","13.107.8.2","True","22","23"
"3478","21","5","13.107.8.2","True","33","77"
"3478","19","5","13.107.8.2","True","30","69"
"3478","22","4","13.107.8.2","True","92","200"
"3478","19","5","13.107.8.2","True","21","23"
"3478","20","5","13.107.8.2","True","24","30"
"3478","19","5","13.107.8.2","True","20","22"
"3478","21","5","13.107.8.2","True","30","56"
"3478","22","5","13.107.8.2","True","48","137"
"3478","19","5","13.107.8.2","True","21","23"
"3478","20","5","13.107.8.2","True","22","25"
"3478","19","5","13.107.8.2","True","21","23"
"3478","19","5","13.107.8.2","True","22","25"
"3478","20","5","13.107.8.2","True","22","27"
"3478","20","5","13.107.8.2","True","23","28"
"3478","19","5","13.107.8.2","True","22","24"
"3478","20","5","13.107.8.2","True","22","28"
